"Site","Date","Time","Calcium_mg_L","Hardness_total_mg_L","Magnesium_mg_L","Salinity_ppt","Phosphorus_total_mg_L","NH3_mg_L","Copper_mg_L","E_coli_MPN_100mL","Conductivity_uS","do_percent_sat","Temperature_C","do_mg_L","pH","Turbidity_NTU","TSS_mg_L","Nitrogen_total_mg_L","NO2_NO3_mg_L","TKN_mg_L","Zinc_mg_L","Salinity_uS","E_coli_CFU_100mL"
"PHB12","2010-09-14","8:45",15.7,54.8,3.78,NA,NA,NA,NA,236,232,71,20.5,6.45,6.35,1.4,4.8,1.64,1.22,0.42,NA,NA,NA
"RB15","2010-09-14","11:10",19.4,65.9,4.25,NA,NA,NA,NA,579,339,71.1,20.3,6.38,6.99,2.2,NA,1.39,1.12,0.27,NA,NA,NA
"RC13","2010-09-14","8:15",6,21.6,1.6,NA,NA,0.03,NA,75,98.4,65.3,19,6.17,6.4,3.8,NA,0.76,0.21,0.55,NA,NA,NA
"RC14","2010-09-14","9:30",8.03,30.8,2.59,NA,NA,NA,NA,122,138.6,80.5,19.8,7.44,8.17,3,NA,0.06,0.06,NA,NA,NA,NA
"SC16","2010-09-14","9:00",8.97,31.9,2.31,NA,NA,0.02,NA,111,147,25.3,19,2.31,6.6,2.7,3.4,0.49,NA,0.49,NA,NA,NA
"TC17","2010-09-14","8:35",11.7,46.3,4.15,NA,NA,NA,NA,131,172,74.8,18.3,7.08,6.8,1.6,NA,0.38,NA,0.38,NA,NA,NA
"WC18","2010-09-14","7:50",5.14,18.4,1.37,NA,NA,NA,NA,387,112.8,84.8,20.9,7.55,8.05,4.8,3.5,0.47,0.11,0.36,NA,NA,NA
"BB2","2010-12-21","9:45",6.28,24.9,2.23,NA,NA,NA,NA,206,147.8,109.5,2.9,14.78,5.35,1.4,NA,0.9,0.58,0.32,0.016,NA,NA
"BBS3","2010-12-21","8:30",6.32,23.5,1.87,NA,NA,NA,0.018,99,169,89.6,1.9,12.4,5.5,7.6,4.7,1.08,0.49,0.59,NA,NA,NA
"BDB1","2010-12-21","10:10",7.93,30.4,2.57,NA,NA,0.04,NA,20,186,96.9,3.3,12.88,4.92,2.4,2.5,1.67,1.67,NA,0.02,NA,NA
"CC4","2010-12-21","10:10",7.19,26.7,2.12,NA,0.09,NA,NA,24,185,110.2,4,15.4,4.1,4.8,4.7,1.55,0.5,1.05,0.014,NA,NA
"CC5","2010-12-21","8:55",7.02,26.1,2.1,NA,NA,0.02,NA,161,191.6,100,2.4,13.9,5.7,4.4,3.3,1.25,0.34,0.91,0.017,NA,NA
"HC7","2010-12-21","10:55",8.81,33.2,2.71,NA,NA,NA,NA,13,197,101.6,3.1,13.72,5.85,2.7,3,1.06,0.68,0.38,0.013,NA,NA
"HSC6","2010-12-21","12:00",4.55,18.6,1.75,NA,NA,NA,NA,96,112.1,111.1,3.1,14.84,4.7,4.8,5,1.07,0.63,0.44,NA,NA,NA
"LBC8","2010-12-21","11:20",11.2,44.4,3.99,NA,NA,NA,NA,106,261,92.8,2.6,12.56,4.1,12.4,15,1.03,0.06,0.97,NA,NA,NA
"MC10","2010-12-21","10:46",3.74,14.12,1.16,NA,NA,0.04,NA,517,147.4,107.5,3.8,14.12,5.56,4.9,5.2,0.93,0.17,0.76,NA,NA,NA
"MC9","2010-12-21","9:15",5.38,20.9,1.81,NA,NA,0.09,NA,2420,191,99.6,2.8,13.7,5.6,3.7,2.8,1.27,0.5,0.77,0.014,NA,NA
"PC11","2010-12-21","9:45",8.72,32,2.47,NA,NA,0.13,NA,75,187,97,3.6,12.8,5.5,5.5,NA,0.62,0.62,NA,0.01,NA,NA
"PHB12","2010-12-21","9:18",13.7,50.5,3.96,NA,NA,0.04,NA,104,245,102.2,4,13.22,6.16,1.7,NA,3.34,2.94,0.4,0.023,NA,NA
"RB15","2010-12-21","11:38",23,81.2,5.79,NA,NA,0.16,NA,345,371,96.7,4.6,12.35,5.86,2.2,3,4.2,3.45,0.75,0.024,NA,NA
"RC13","2010-12-21","9:25",5.41,20.7,1.74,NA,NA,0.04,NA,27,137.4,112,2.2,15.43,4.1,5.2,2.5,0.83,0.28,0.55,NA,NA,NA
"RC14","2010-12-21","10:15",5.77,24.2,2.39,NA,NA,NA,NA,118,72.4,98,2.5,13.9,5.7,2.5,NA,0.34,0.34,NA,NA,NA,NA
"SC16","2010-12-21","10:30",7.66,28.3,2.23,NA,NA,NA,NA,44,136.5,111.1,1.4,15.53,4.1,2.9,3.5,0.59,0.12,0.47,NA,NA,NA
"TC17","2010-12-21","9:45",9.37,40.7,4.2,NA,0.05,0.04,NA,40,186.4,104,1.5,13.62,4.5,2.3,43.1,0.76,0.22,0.54,0.012,NA,NA
"WC18","2010-12-21","8:05",7.88,29,2.27,NA,NA,0.1,NA,171,173,97,2.2,13.29,5.2,7.2,5.2,0.98,0.48,0.5,0.023,NA,NA
"BB2","2011-03-15","9:00",8.06,28.7,2.08,NA,NA,NA,NA,156,160.9,92.2,10.3,10.4,5.87,2.7,NA,0.38,0.38,NA,0.023,NA,NA
"BBS3","2011-03-15","8:30",7.26,24.7,1.6,NA,0.1,NA,NA,99,128,67,11.3,7.3,5.3,20.4,18.3,1.71,0.76,0.95,NA,NA,NA
"BDB1","2011-03-15","9:30",7.93,27.9,1.96,NA,0.09,NA,NA,84,167.8,90.7,10.4,10.14,6.09,2.1,8.5,1.38,1.02,0.36,0.03,NA,NA
"CC4","2011-03-15","9:20",10.2,35.4,2.41,NA,0.11,0.03,NA,48,275,88.2,11.7,9.8,6.2,6.2,20.6,1.14,0.2,0.94,0.022,NA,NA
"CC5","2011-03-15","8:50",9.52,33,2.23,NA,NA,NA,NA,66,241,91,11.5,9.85,6.33,5.9,6.1,0.88,0.26,0.62,0.015,NA,NA
"HC7","2011-03-15","10:15",9.8,32.6,1.96,NA,0.18,NA,NA,56,191.9,92.8,10.2,10.45,6.21,163,67,1.01,0.4,0.61,0.021,NA,NA
"HSC6","2011-03-15","10:35",11.1,40.2,3.04,NA,0.06,NA,NA,47,130.8,111.1,10,12.59,6.1,14.9,7.7,0.84,NA,0.84,0.015,NA,NA
"LBC8","2011-03-15","10:00",5.42,19.9,1.56,NA,0.06,0.02,NA,29,255,91.1,10.2,10.15,6.1,3,3.7,0.44,0.44,NA,NA,NA,NA
"MC10","2011-03-15","10:00",5.4,18.3,1.16,NA,0.06,NA,NA,77,122,89.9,11,9.92,5.79,4.3,4.1,0.17,0.17,NA,NA,NA,NA
"MC9","2011-03-15","9:15",7.72,27,1.87,NA,0.07,NA,NA,186,149,89.7,11,9.8,6.1,5.6,6,0.33,0.33,NA,NA,NA,NA
"PC11","2011-03-15","9:45",10.1,33.9,2.12,NA,0.07,NA,NA,79,169,90,10.6,10,5.8,3.7,3.6,0.56,0.56,NA,NA,NA,NA
"PHB12","2011-03-15","8:30",17.8,58.5,3.43,NA,0.06,NA,NA,44,281,86.5,10.9,9.65,5.89,1.8,3.4,2.3,2.3,NA,0.016,NA,NA
"RB15","2011-03-15","12:00",23.3,76.8,4.52,NA,NA,NA,NA,152,301,95.5,11,10.57,6.15,2.6,NA,2.23,2.23,NA,NA,NA,NA
"RC13","2011-03-15","8:20",7.08,24.1,1.56,NA,0.06,NA,NA,28,190,98.6,10.1,11.09,5.2,9.9,4,0.2,0.2,NA,NA,NA,NA
"RC14","2011-03-15","10:15",6.6,24,1.82,NA,NA,NA,NA,104,119,100,9.7,11.3,6,4.4,2.8,0.25,0.25,NA,NA,NA,NA
"SC16","2011-03-15","9:00",9.01,30.7,1.99,NA,0.06,NA,NA,53,194,95.6,10.4,10.6,6,3.1,15.8,0.15,0.15,NA,NA,NA,NA
"TC17","2011-03-15","8:40",10.9,41.5,3.47,NA,NA,NA,NA,26,203,94.1,9.7,10.73,5.7,2,2.6,0,NA,NA,0.01,NA,NA
"WC18","2011-03-15","8:00",6.31,21.4,1.36,NA,NA,0.04,NA,64,132,88.9,11.4,9.7,5.95,12.4,9.7,0.32,0.32,NA,0.014,NA,NA
"BB2","2011-06-07","9:15",10.9,35.1,1.91,NA,NA,NA,NA,1300,173.7,84.4,21.6,7.46,6,2.2,NA,0.41,0.14,0.27,NA,NA,NA
"BBS3","2011-06-07","8:20",16.2,51.8,2.74,NA,NA,0.09,NA,39,182.4,37.1,24,3.14,6.25,15.2,30,0.66,0.03,0.63,0.025,NA,NA
"BDB1","2011-06-07","9:30",11.6,37.2,1.98,NA,NA,0.02,NA,180,169.1,62.7,22.5,5.42,5.71,1.9,NA,0.81,0.29,0.52,NA,NA,NA
"CC4","2011-06-07","9:45",12.6,41.2,2.35,NA,0.21,0.04,NA,70,307,72.5,23.2,6.2,7,4.3,3.1,1.38,0.45,0.93,0.019,NA,NA
"CC5","2011-06-07","8:45",11.9,38.4,2.11,NA,0.06,0.03,NA,121,232,74.2,23.4,6.31,7,3.7,3.6,0.85,0.22,0.63,0.01,NA,NA
"HC7","2011-06-07","10:25",11.7,36.7,1.83,NA,NA,NA,NA,172,159.2,71.8,21.7,6.36,5.96,1.9,NA,0.12,0.12,NA,0.014,NA,NA
"HSC6","2011-06-07","11:10",7.49,24.8,1.47,NA,NA,NA,NA,388,120.5,94.3,21.2,8.34,7,1.2,NA,0.85,0.56,0.29,NA,NA,NA
"LBC8","2011-06-07","10:30",17.2,57.1,3.46,NA,0.06,0.04,0.01,12,294,59.7,22.5,5.21,6.9,8.3,3.1,1.01,0.03,0.98,0.024,NA,NA
"MC10","2011-06-07","9:50",13.9,41.1,1.56,NA,NA,0.05,NA,96,123.6,60.6,21.9,5.29,5.72,4.5,3.4,0.72,0.12,0.6,NA,NA,NA
"MC9","2011-06-07","9:00",11.1,35.7,1.94,NA,NA,NA,NA,205,141.2,75.7,22.1,6.62,6.84,6.2,3,0.54,0.12,0.42,NA,NA,NA
"PC11","2011-06-07","9:30",28.5,81.8,2.58,NA,NA,NA,NA,196,152.9,79.5,21.8,7.06,6.71,4.4,3.8,0.27,0.27,NA,NA,NA,NA
"PHB12","2011-06-07","8:50",18.7,59.7,3.15,NA,NA,NA,NA,NA,275,70.7,22.6,6.09,6.04,7.4,10.2,2.28,1.69,0.59,0.014,NA,NA
"RB15","2011-06-07","10:55",27.2,86.7,4.57,NA,NA,NA,NA,770,363,71.5,21.9,6.35,6.21,1.8,3.3,2.15,1.63,0.52,0.101,NA,NA
"RC13","2011-06-07","8:15",6.51,21.3,1.22,NA,NA,NA,NA,276,107.1,86.5,20.4,7.57,6.5,2.8,NA,0.89,0.4,0.49,NA,NA,NA
"RC14","2011-06-07","10:00",9.78,32.8,2.03,NA,0.05,NA,NA,196,128.4,90.3,21.8,7.93,6.67,3.1,NA,0.46,0.07,0.39,NA,NA,NA
"SC16","2011-06-07","9:20",11,35.5,1.95,NA,NA,0.06,NA,56,153.9,49.1,21.7,4.51,6.4,29.1,28.2,0.98,0.04,0.94,NA,NA,NA
"TC17","2011-06-07","8:45",10.4,36.8,2.63,NA,NA,NA,NA,249,153.9,86.5,22.4,7.33,7,4.9,5.1,0.99,0.02,0.97,NA,NA,NA
"WC18","2011-06-07","8:00",13.4,42.5,2.18,NA,NA,NA,NA,205,188.5,80,21.4,7.12,6.44,6.3,4.7,1.14,0.55,0.59,NA,NA,NA
"BB2","2011-09-20","9:10",8.16,29.3,2.15,NA,NA,NA,0.001,624,110.4,85.7,18.9,8.05,5.99,2.5,NA,0.8,0.31,0.49,0.073,NA,NA
"BBS3","2011-09-20","8:30",13.1,46,3.22,NA,0.08,0.04,0.00294,203,161.7,41.6,19.9,3.85,5.95,33.5,18.7,1.79,1,0.79,0.215,NA,NA
"BDB1","2011-09-20","9:40",10.5,38.7,3.04,NA,NA,NA,0.002,626,151.1,69.4,19.3,6.39,6.16,1.8,NA,0.85,0.42,0.43,0.032,NA,NA
"CC4","2011-09-20","10:00",6.7,25.6,2.16,NA,0.12,NA,0.002,86,186,80.1,20.6,7.38,6.7,6.1,5.2,1.37,0.48,0.89,0.003,NA,NA
"CC5","2011-09-20","8:50",7.44,28.2,2.32,NA,0.09,NA,0.002,305,145.2,86.9,19.7,7.87,6.57,7.1,7.6,0.97,0.35,0.62,NA,NA,NA
"HC7","2011-09-20","10:15",9.31,33.6,2.52,NA,NA,NA,0.001,288,138.3,79.5,19,7.31,6.25,2.4,NA,0.51,0.23,0.28,0.00296,NA,NA
"HSC6","2011-09-20","11:10",5.13,19.9,1.73,NA,NA,NA,NA,432,83.1,96.4,19.2,8.83,6.8,2.7,NA,0.99,0.53,0.46,0.212,NA,NA
"LBC8","2011-09-20","10:40",13.1,51.3,4.52,NA,0.11,NA,0.004,282,216,71.3,19,6.65,6.6,25.1,13,0.85,0.09,0.76,0.0887,NA,NA
"MC10","2011-09-20","9:55",4.61,16,1.1,NA,NA,NA,0.001,288,61.9,81.3,20.3,7.3,5.94,6.3,3.5,0.59,0.22,0.37,0.185,NA,NA
"MC9","2011-09-20","9:20",5.88,21.3,1.6,NA,NA,NA,0.002,496,74.5,86.2,19.3,7.93,6.59,7.5,6.5,0.51,0.22,0.29,0.184,NA,NA
"PC11","2011-09-20","9:45",9.65,33.7,2.33,NA,0.06,NA,NA,285,114.9,85.8,19.8,7.83,6.73,4.8,5.9,0.62,0.34,0.28,0.022,NA,NA
"PHB12","2011-09-20","8:45",17.6,63.9,4.85,NA,NA,NA,0.002,425,253,72.4,19.5,6.63,6.4,1.3,NA,0.96,0.96,NA,0.006,NA,NA
"RB15","2011-09-20","11:00",25,90.4,6.81,NA,NA,NA,0.003,573,351,78.3,19.4,7.2,6.51,1.8,NA,1.91,1.58,0.33,0.00479,NA,NA
"RC13","2011-09-20","8:55",5.67,20.9,1.62,NA,NA,NA,0.001,496,76.8,90.2,19.4,8.34,6.6,3.4,NA,0.7,0.34,0.36,NA,NA,NA
"RC14","2011-09-20","10:20",8.44,33.3,2.96,NA,NA,NA,NA,85,118.3,94.1,19.3,8.65,6.88,2.6,NA,0.16,0.16,NA,0.002,NA,NA
"SC16","2011-09-20","9:40",7.44,26.1,1.81,NA,0.05,NA,5e-04,602,98.6,81.3,19.5,7.6,6.9,2.1,NA,0.67,0.26,0.41,0.018,NA,NA
"TC17","2011-09-20","9:15",9.02,37.7,3.69,NA,0.08,NA,0.002,882,134.3,90.2,18.6,8.34,6.8,2.3,NA,0.42,0.16,0.26,NA,NA,NA
"WC18","2011-09-20","8:00",12.2,44.2,3.32,NA,0.05,NA,NA,109,162,84.7,18.4,7.9,6.25,3.6,NA,0.68,0.31,0.37,0.0155,NA,NA
"BB2","2011-12-19","9:00",7.98,30,2.45,NA,NA,NA,0.00542,323,128.8,96.1,4.8,12.26,5.29,2.6,NA,0.79,0.31,0.48,0.00277,NA,NA
"BBS3","2011-12-19","8:30",10.1,35.9,2.6,NA,0.06,NA,0.00354,31,154,64.1,4.8,8.3,6.2,18.6,9,0.72,0.08,0.64,0.00146,NA,NA
"BDB1","2011-12-19","9:25",9.98,36.6,2.83,NA,NA,NA,0.0052,243,152.5,90.4,5.2,11.44,5.49,1.8,NA,1.06,0.62,0.44,0.0102,NA,NA
"CC4","2011-12-19","10:00",8.47,31.3,2.47,NA,0.06,NA,0.00684,41,196,93.9,8.2,11,6,13.4,10,1.34,0.31,1.03,0.0158,NA,NA
"CC5","2011-12-19","9:00",8.14,29.7,2.29,NA,NA,NA,0.00644,134,161.4,97,6.5,11.9,5.88,8,5.4,1.05,0.24,0.81,0.00916,NA,NA
"HC7","2011-12-19","10:15",9.32,33.8,2.56,NA,0.07,NA,0.00496,96,141.5,93.9,5.6,11.81,5.38,2.5,NA,0.67,0.3,0.37,0.027,NA,NA
"HSC6","2011-12-19","11:30",5.54,21.5,1.87,NA,NA,NA,0.00418,85,95.7,108.6,6,13.5,5.1,6,NA,0.84,0.29,0.55,0.0343,NA,NA
"LBC8","2011-12-19","10:45",12.8,50,4.37,NA,0.09,NA,0.0614,171,198.6,89,5,11.43,5.2,23.9,10.8,1.09,0.04,1.05,0.25,NA,NA
"MC10","2011-12-19","9:55",6.26,21.9,1.52,NA,NA,NA,0.00483,384,90.1,95.4,6.8,11.6,5.26,5.9,6,0.59,0.05,0.54,0.0112,NA,NA
"MC9","2011-12-19","9:15",6.3,23.4,1.87,NA,0.05,NA,0.00453,295,99.6,95,6.1,11.84,5.6,6,3.9,0.79,0.21,0.58,0.00541,NA,NA
"PC11","2011-12-19","9:45",11,38.4,2.65,NA,NA,0.09,0.00304,86,144.1,96,6.2,11.85,5.51,5.4,3.8,0.9,0.36,0.54,0.0019,NA,NA
"PHB12","2011-12-19","8:35",15.1,54,3.97,NA,NA,NA,0.00586,959,231,86.1,5.8,10.8,5.27,3.3,NA,1.94,1.32,0.62,0.0194,NA,NA
"RB15","2011-12-19","10:50",27.7,96.5,6.64,NA,NA,NA,0.00631,175,346,89,6.5,10.81,5.29,2.5,NA,1.84,1.54,0.3,0.0458,NA,NA
"RC13","2011-12-19","8:50",5.87,21.9,1.74,NA,NA,0.09,0.00459,31,96.5,102.4,5,13.1,5.6,17,6.5,0.81,0.28,0.53,0.0023,NA,NA
"RC14","2011-12-19","10:00",7.88,30.9,2.72,NA,NA,NA,0.00391,135,119,103,4.7,13.41,5.81,3.3,NA,0.58,0.19,0.39,0.00891,NA,NA
"SC16","2011-12-19","9:40",8.79,31.5,2.32,NA,NA,NA,0.00449,41,123.9,98.7,4.5,12.81,6.5,5,NA,0.63,0.22,0.41,0.0127,NA,NA
"TC17","2011-12-19","9:15",10.2,43.1,4.28,NA,NA,0.06,0.00317,161,158.4,96,4,12.3,6,11.5,20.8,0.88,0.25,0.63,0.0222,NA,NA
"WC18","2011-12-19","8:00",9.02,31.9,2.28,NA,NA,NA,0.00522,280,128.7,91,5.4,11.4,6.2,12.8,5.7,0.8,0.22,0.58,0.026,NA,NA
"BB2","2012-03-20","8:36",6.47,23.1,1.67,NA,0.08,0.03,NA,12000,94.3,92.8,16.6,9.06,6.12,17.8,9.4,1.24,0.5,0.74,0.02,NA,NA
"BBS3","2012-03-20","8:10",6.75,24.1,1.76,NA,0.08,0.05,0.012,1080,99.9,63,16.9,6.07,6.1,21.6,8.2,0.98,0.12,0.86,0.08,NA,NA
"BDB1","2012-03-20","8:57",6.47,22.7,1.59,NA,0.11,0.05,NA,NA,90.1,93.4,16.2,9.21,6.06,24.3,16,1.31,0.39,0.92,0.026,NA,NA
"CC4","2012-03-20","10:00",8.02,30.9,2.64,NA,0.11,NA,NA,6130,136.2,84.5,18.4,7.8,7,62.4,71.6,1.34,0.13,1.21,0.023,NA,NA
"CC5","2012-03-20","8:30",7.96,29.5,2.32,NA,0.15,0.04,NA,7270,137,92,18.4,8.6,6.1,29.6,30.6,1.24,0.17,1.07,0.028,NA,NA
"HC7","2012-03-20","9:40",6.74,21.3,1.1,NA,0.07,0.19,0.01,24200,64.6,92,16.9,8.83,6.04,35.6,22.7,1.42,0.41,1.01,0.042,NA,NA
"HSC6","2012-03-20","11:25",4.72,17.8,1.45,NA,0.16,0.1,NA,24200,64.4,98.5,17.7,9.24,6.4,79,185,2.18,0.41,1.77,0.037,NA,NA
"LBC8","2012-03-20","10:45",18.5,57,2.63,NA,0.16,0.04,0.018,24200,101.1,84.4,16,8.5,6.6,114,87,1.82,0.18,1.64,0.087,NA,NA
"MC10","2012-03-20","9:15",4.68,16.5,1.16,NA,0.06,0.02,NA,8660,75.2,92.1,18.1,8.69,5.99,18,13.1,1.03,0.18,0.85,0.013,NA,NA
"MC9","2012-03-20","9:00",6.11,21.8,1.59,NA,0.06,0.05,NA,4110,85.1,89.8,18,8.49,6.15,26.8,10.8,0.92,0.28,0.64,0.02,NA,NA
"PC11","2012-03-20","9:30",10.6,36.7,2.48,NA,NA,0.03,NA,1310,130.6,91.5,17.9,8.64,6.16,6.5,5.6,0.8,0.31,0.49,0.024,NA,NA
"PHB12","2012-03-20","8:10",10.8,37,2.42,NA,0.13,NA,0.011,NA,149.7,83.9,17,8.16,5.94,21.1,17,1.9,0.89,1.01,0.041,NA,NA
"RB15","2012-03-20","10:10",7.65,24.7,1.35,NA,0.11,0.12,0.014,24200,100.8,82.3,17.2,8.02,6.07,45.8,24.8,1.73,0.61,1.12,0.036,NA,NA
"RC13","2012-03-20","8:50",6.46,24.2,1.97,NA,0.08,0.02,NA,10500,110.8,95,18,9,6,23.8,17,0.84,0.28,0.56,0.021,NA,NA
"RC14","2012-03-20","10:00",8.15,31.2,2.62,NA,0.07,NA,NA,1620,120,100,16.4,9.9,6.3,3.8,NA,0.24,0.24,NA,0.02,NA,NA
"SC16","2012-03-20","9:40",8.55,30.4,2.22,NA,NA,NA,NA,1190,128.8,87.5,17.5,7.8,6.3,14.5,7.2,0.76,0.15,0.61,0.014,NA,NA
"TC17","2012-03-20","9:10",8.96,37.2,3.6,NA,0.11,NA,NA,24200,121.9,97.2,16.8,9.4,5.6,38.9,17.7,0.93,0.28,0.65,0.021,NA,NA
"WC18","2012-03-20","7:40",7.25,25.4,1.77,NA,0.1,NA,NA,3870,98.6,85.8,17.5,8.16,6,31.9,22.2,0.73,0.31,0.42,0.031,NA,NA
"BB2","2012-06-19","8:05",9.85,35,2.52,NA,NA,0.032,0.00476,172,158,80.3,20.7,7.07,6.02,2.3,12.8,0.41,0.41,NA,0.0205,NA,NA
"BBS3","2012-06-19","8:20",12.2,41.8,2.75,NA,NA,0.046,0.00392,20,153,44.8,22.3,3.9,6.16,9.1,5.6,0.313,0.033,0.28,0.0134,NA,NA
"BDB1","2012-06-19","8:22",10.9,38.7,2.79,NA,NA,0.041,0.00448,183,158.4,69.3,21.5,6.1,6.09,2.8,4.3,0.72,0.61,0.11,0.0145,NA,NA
"CC4","2012-06-19","10:00",10.6,38.4,2.89,NA,0.26,0.043,0.00743,148,248,77.2,23.4,6.61,6.6,6,5.7,1.31,0.31,1,0.0325,NA,NA
"CC5","2012-06-19","8:40",9.27,33.7,2.57,NA,0.069,0.047,0.00391,172,172.5,80.1,22.5,6.97,6.52,6.3,5.3,0.64,0.35,0.29,0.0152,NA,NA
"HC7","2012-06-19","8:56",10.6,37,2.54,NA,NA,0.019,0.00496,170,159.5,77.9,20.4,7.08,6.06,6.4,9.2,0.33,0.33,NA,0.0202,NA,NA
"HSC6","2012-06-19","11:15",5.33,20,1.63,NA,0.05,NA,0.00198,350,100,94.8,20.8,8.5,6.5,1.5,NA,0.69,0.59,0.1,0.013,NA,NA
"LBC8","2012-06-19","10:45",15.4,55.1,4.04,NA,0.057,0.058,0.00514,126,224,60.4,21.1,5.35,6.3,9.8,6.5,2.58,0.18,2.4,0.0155,NA,NA
"MC10","2012-06-19","8:40",6.71,22.7,1.44,NA,NA,0.057,0.00391,316,94.3,67.7,21.2,5.87,5.89,5.2,4.5,0.65,0.54,0.11,0.0211,NA,NA
"MC9","2012-06-19","9:00",8.08,28.7,2.07,NA,NA,0.031,0.00277,144,114.3,76.2,21.3,6.7,6.38,6.4,5,0.37,0.37,NA,0.0132,NA,NA
"PC11","2012-06-19","9:30",10.4,36,2.42,NA,NA,0.033,0.00422,242,144.9,83.5,21.7,7.34,6.37,4.9,2.6,1.45,1.3,0.15,0.0128,NA,NA
"PHB12","2012-06-19","7:45",16.9,59.2,4.12,NA,NA,0.031,0.00607,2030,258,62.4,21.8,5.35,6.35,2.3,2.8,0.99,0.99,NA,0.0389,NA,NA
"RB15","2012-06-19","9:20",24.1,84.2,5.84,NA,NA,0.04,0.00483,482,347,74.4,20.5,6.69,6.44,1.8,NA,1.66,1.5,0.16,0.0211,NA,NA
"RC13","2012-06-19","8:55",6.34,22.5,1.62,NA,NA,0.022,0.00286,170,91.9,92.5,20.8,8.25,6.4,2.8,NA,0.44,0.44,NA,0.0126,NA,NA
"RC14","2012-06-19","9:50",7.07,26.7,2.19,NA,NA,0.013,0.00204,486,122.1,93.4,21.2,8.29,6.66,3,NA,0.33,0.23,0.1,0.0151,NA,NA
"SC16","2012-06-19","9:40",11.5,40.1,2.77,NA,NA,0.024,0.00418,544,125.5,60.2,21,5.22,6.4,126,192,3.12,0.22,2.9,0.0182,NA,NA
"TC17","2012-06-19","9:15",12.6,50.4,4.59,NA,NA,0.03,0.00398,486,190,78.9,20.1,7.16,6.5,2.3,36.8,0.4,0.26,0.14,0.0219,NA,NA
"WC18","2012-06-19","7:45",12.3,42.8,2.94,NA,NA,0.029,0.00536,194,162.2,83.1,20.5,7.37,6.47,5.1,3.1,0.41,0.41,NA,0.0174,NA,NA
"BB2","2012-09-19","8:05",4.96,18.5,1.48,NA,0.06,NA,0.0053,4620,70.9,86.2,21.1,7.63,6.11,27.6,11.4,0.46,0.46,NA,0.0115,NA,NA
"BBS3","2012-09-19","8:15",5.33,20.064,1.64,NA,NA,NA,0.0052,1640,81.2,55.7,21.5,4.88,5.35,22,11.1,0.64,0.13,0.51,0.0307,NA,NA
"BDB1","2012-09-19","8:25",7.51,27.1,2.03,NA,0.072,NA,0.008,2880,103.3,84.9,21,7.6,6.16,19.1,9,0.69,0.69,NA,0.0157,NA,NA
"CC4","2012-09-19","10:45",4.33,20.611,2.38,NA,0.14,NA,0.0056,398,102.7,78.8,23.1,6.44,6.6,99,70.3,1.261,0.061,1.2,0.0195,NA,NA
"CC5","2012-09-19","8:40",4.73,20.2,2.04,NA,0.16,NA,0.0081,15400,84,76.7,22.7,6.34,5.92,65,85.7,2.2,1,1.2,0.0362,NA,NA
"HC7","2012-09-19","9:05",5.04,18.4,1.41,NA,0.071,NA,0.0057,3590,72.4,84.9,21,7.59,6.02,22.3,11.4,0.38,0.38,NA,0.0134,NA,NA
"HSC6","2012-09-19","0:15",4.64,19.2,1.84,NA,NA,NA,0.0038,2240,71.2,86.8,22.1,7.58,6.5,14.8,9.5,0.17,0.17,NA,0.0405,NA,NA
"LBC8","2012-09-19","11:45",6.22,27.9,3.01,NA,0.23,NA,0.0124,3340,100.2,71,20.8,6.13,6.1,318,183,1.18,0.18,1,0.0253,NA,NA
"MC10","2012-09-19","8:45",3.34,12.7,1.06,NA,0.076,NA,0.0045,6150,51.9,87.2,22.9,7.42,5.92,39.2,32.2,0.81,0.14,0.67,0.0495,NA,NA
"MC9","2012-09-19","9:00",4.04,15.3,1.26,NA,0.07,NA,0.0077,3450,58.1,83.5,22.1,7.28,6,43.2,34.5,0.34,0.34,NA,0.0195,NA,NA
"PC11","2012-09-19","9:25",6.16,23,1.85,NA,0.08,NA,0.0063,1150,81.3,80.6,22.1,7.05,6.06,48.4,20,0.93,0.21,0.72,0.0146,NA,NA
"PHB12","2012-09-19","7:50",8.97,31,2.1,NA,0.072,NA,0.0097,8700,106.7,76.7,21.5,6.42,6.02,24.6,15,0.8,0.8,NA,0.03,NA,NA
"RB15","2012-09-19","9:50",12,42.2,2.97,NA,0.062,NA,0.0123,4960,145.2,76.5,21,6.84,6.31,26.6,19,0.62,0.62,NA,0.389,NA,NA
"RC13","2012-09-19","9:15",4.59,17.8,1.54,NA,0.082,NA,0.0049,3870,66.9,88.3,22.8,7.51,6.5,51.8,28.5,0.89,0.14,0.75,0.0126,NA,NA
"RC14","2012-09-19","9:50",4.41,18.7,1.86,NA,NA,NA,0.0069,1200,71.1,79.8,20.8,7.08,6.08,50,32.8,0.22,0.22,NA,0.0117,NA,NA
"SC16","2012-09-19","10:20",6.8,25,1.95,NA,0.064,NA,0.0039,214,95.3,86.9,22.6,7.45,6.2,19.9,15,4.9,4.9,NA,0.0159,NA,NA
"TC17","2012-09-19","9:30",5.68,25.7,2.79,NA,0.064,NA,0.0047,1330,96.9,85.8,21.9,7.61,6.2,19.3,11.4,0.13,0.13,NA,0.0138,NA,NA
"WC18","2012-09-19","7:50",4.96,18.6,1.51,NA,0.19,NA,0.0125,19600,64,70,22,6.05,5.39,86.5,82,0.4,0.4,NA,0.0521,NA,NA
