"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"Randolph",310,7449,0,9.49,33.15,0,0,0,5.17,33.57,10.77,31.5,"btwn_25_50",47.4864,17.4,26.9,7,37.9,10.4,7.5,15.7,13.3,0.2988,1,0.9528,0.8941
"Randolph",311,6360,0,9.58,32.6,0,0,0,3.97,13.06,13.27,23.2,"less_25",56.3988,17.6,32.1,2.9,35.4,10.7,7.2,17.3,12.9,0.3646,0.8,0.8031,0.8102
"Randolph",312,4940,0,9.53,32.58,0,0,0,5.46,42.85,11.26,29.9,"btwn_25_50",49.2713,15.7,19.1,8.2,39.1,10.6,7.7,16.1,14.7,0.5886,1,0.9286,0.9598
"Randolph",313.03,4369,0.67,9.77,34.42,0,0,0,3.92,26.91,0.82,1.2,"less_25",29.1142,10,16.4,3.9,36,10.2,7.5,15.8,12.3,0.5395,0.8,0.4175,0.7335
"Randolph",313.04,4971,0.33,9.78,34.59,0,0,0,4.33,58.4,13.44,16.7,"less_25",39.7103,14.9,24.7,2.4,36.2,10.3,7.2,16.1,12.2,0.4817,0.4,0.7008,0.66
"Randolph",313.05,3683,0.33,9.72,34.08,0,0,0,5.33,79.76,3.09,11.5,"less_25",41.325,12.6,20.6,2.6,33.6,10.3,6.9,16.1,12.1,0.2482,0.2,0.6417,0.4077
"Randolph",313.06,6919,0,9.61,32.68,0,0,0,3.06,3.92,7.54,7.5,"less_25",26.897,14.1,11,3.9,32.5,9.5,6.9,14.2,10.2,0.21,0,0.4156,0.1474
"Randolph",314,8349,0,9.66,39,0,0,0,7,75.91,6.81,24,"less_25",38.0418,7.8,16.4,3.4,34.2,10.2,6.4,16.4,11.3,0.6278,0.2,0.6457,0.6102
"Randolph",315.01,5631,0.67,9.81,34.7,0,0,0.01,4.79,29.21,0.01,5.2,"less_25",36.1186,9,11,4,34.1,9.9,7.1,15,11.3,0.2868,0,0.4065,0.1805
"Randolph",315.03,3217,0.67,9.85,37.07,0,0,0,8.92,100,20.6,25.7,"btwn_25_50",39.816,16.8,16.9,4.7,34.1,10.3,7.6,15.6,11.7,0.6688,0.4,0.7587,0.7597
"Randolph",315.04,5078,0.67,9.83,36.41,0,0,0,6.67,99.87,20.45,18.6,"less_25",22.3119,7.5,12,3.9,32.6,9.2,7.5,13.1,10.2,0.6361,0.2,0.2189,0.3874
"Randolph",315.05,3272,0.67,9.81,35.44,0,0,0,4.89,23.25,0.15,11.3,"less_25",28.6031,7,13.1,4.8,34.8,9.3,8.1,13.3,11.1,0.5087,0.2,0.5782,0.5173
"Randolph",316.01,4120,0.67,9.84,36.92,22.51,0,8.73,4.78,62.77,4.32,20.7,"less_25",45.6311,13.6,20.9,5.6,36.3,10.3,7.3,16.2,13.1,0.9259,0.6,0.82,0.9188
"Randolph",316.02,1307,0.67,9.86,38.41,0.55,0,0,7.5,84.56,20.56,30.6,"btwn_25_50",53.0628,13.2,18.3,9.8,37.9,10.7,7.2,17.5,14.7,0.9556,0.8,0.9142,0.9878
"Richmond",9701,4315,0,8.9,34.01,0,0,81.71,4,21.44,3.71,54.1,"btwn_50_75",44.2446,17.6,23.8,2.1,38.2,10.8,5.6,17.5,13.5,0.1107,0.8,0.7768,0.7052
"Richmond",9702,5095,0,8.82,34.11,0,0,19.9,4.5,18.93,8.69,38,"btwn_25_50",36.1488,12.7,23.9,4.9,41.4,10.7,7.3,16,14.8,0.1085,0.8,0.8203,0.7221
"Richmond",9703,4027,0,8.91,35.49,0,0,0,5.83,60.1,0.61,26.2,"btwn_25_50",53.6756,13,19.2,17.4,39.3,10.8,7.2,16.5,14.3,0.3122,0.8,0.8423,0.8053
"Richmond",9704,3862,0,8.93,35.63,0,0,27.75,5.88,74.74,0,38.7,"btwn_25_50",36.1471,4.5,12,3.3,40.4,10.4,7.6,15.1,14,0.3866,0.8,0.5275,0.7161
"Richmond",9705,2406,0,8.93,36.44,0,0,56.95,8.78,100,0,51.5,"btwn_50_75",56.4391,6.8,9.9,7.1,42.4,11.1,7.2,16.1,16,0.6219,0.8,0.8351,0.8955
"Richmond",9706,4054,0,8.95,36.04,0,0,44.3,7.5,71.16,0,54.1,"btwn_50_75",65.3796,12.7,21.9,14.1,43.5,12.3,7,19.3,18,0.4233,0.8,0.9993,0.8862
"Richmond",9707,2778,0,8.95,36.74,0,0,1.24,6.04,74.76,0,31.2,"btwn_25_50",59.2391,17.8,24,13.7,40.9,11.4,7.1,19.3,16.2,0.8382,0.8,0.9742,0.9784
"Richmond",9708,4589,0,8.96,36.33,0,0,0,4.23,48.74,12.16,46.8,"btwn_25_50",50.2288,9.5,16.7,5.5,38.8,11.1,6.7,17.1,14.4,0.7388,0.8,0.8074,0.9189
"Richmond",9709,4929,0,8.97,34.72,0,0,0,6.77,60.86,27.19,31,"btwn_25_50",43.0343,11.4,14.4,4.8,37.7,10.2,7.8,15.1,13,0.6875,0.6,0.776,0.8402
"Richmond",9710,4516,0,8.94,34.16,0,0,20.25,7.17,41.35,3.55,55.4,"btwn_50_75",50.2897,12.7,18.6,10.7,44,11.7,6.6,17.3,17.4,0.224,0.8,0.9311,0.8055
"Richmond",9711,4426,0,8.97,34.23,0,0,42.85,5.22,32.19,15.56,45.8,"btwn_25_50",56.4575,10.3,23.3,16.1,43.7,12.1,6.9,18.8,18,0.2331,0.8,0.878,0.79
"Robeson",9601.01,4123,0,9.06,32.01,0.05,0,3.97,3.17,15,0,67,"btwn_50_75",68.0678,14.2,30.8,7.3,36.9,11.8,5.2,20.2,14.1,0.5457,0.8,0.9394,0.9033
"Robeson",9601.02,5099,0,9.08,32.53,9.73,0,8.96,6.17,61.37,0,57.7,"btwn_50_75",46.6693,13.7,24.5,9.3,40.3,11.2,6.8,17.5,14.7,0.6526,0.8,0.9683,0.9369
"Robeson",9602.01,4940,0,9.18,33.04,0,0,0.79,3.83,14.18,0,58.5,"btwn_50_75",51.7611,15.4,23.2,7.6,40.9,11.9,6.1,18.7,14.6,0.3823,0.8,0.8718,0.8377
"Robeson",9602.02,4379,0,9.12,31.79,0,0,0,3.33,1.68,0,92.1,"greater_75",65.4529,20.9,37.1,7.7,38.1,13.7,5.3,22.9,17.2,0.3495,0.8,0.9729,0.8583
"Robeson",9603,6428,0,9.11,32.03,0,0,15.46,7.08,0,6.02,80.8,"greater_75",59.0959,14.7,24.6,5.5,45.3,13,6.5,20.2,19,0.0867,0.8,0.9683,0.7695
"Robeson",9604.01,7197,0,9.09,33.2,0,0,1.04,3.42,3.87,0.28,96.1,"greater_75",42.6428,18.1,16.5,4.1,38.9,14,6.3,20.6,16.2,0.3621,0.8,0.7039,0.7734
"Robeson",9604.02,4044,0,9.08,31.72,0,0,0.04,2.67,0,0.08,90.6,"greater_75",54.5274,16.8,20.5,6.1,39.6,13.3,6.6,19.4,16.5,0.1571,0.8,0.9135,0.7751
"Robeson",9605.01,3517,0,9.06,31.65,0,0,0,4.5,0,2.81,94.8,"greater_75",48.2168,11.9,17.5,7.1,41,14.2,6.9,20.7,18,0.1859,0.8,0.8608,0.7662
"Robeson",9605.02,4683,0,9.04,31.69,0,0,37.77,8.94,0,3.67,81.2,"greater_75",59.7645,11.1,16.9,8.2,29.5,13.5,4.2,22.4,11.2,0.3256,0.4,0.8549,0.659
"Robeson",9605.03,1838,0,9.01,32.19,0,0,7.33,7.33,7.38,4.55,88.1,"greater_75",46.179,10.3,20.5,6.4,39.9,13.4,7.2,18.9,16.8,0.3278,0.8,0.8239,0.8042
"Robeson",9606,6794,0,9.02,31.64,0,0,6.91,4.22,5.8,0,90.3,"greater_75",51.9429,13.9,20.2,8.5,38.4,14,5.9,22.2,17.1,0.5247,0.8,0.8399,0.8699
"Robeson",9607.01,6120,0,9.04,32.05,0,0,8.31,4.22,30.61,0,84.3,"greater_75",48.7252,14.5,27.5,5.9,38.7,12.6,6.5,19.3,16,0.0896,0.8,0.9166,0.7519
"Robeson",9607.02,3265,0,8.99,32.04,0,0,7.06,4.33,20.74,0,74.1,"btwn_50_75",50.5538,19.9,26.4,5,38.6,13.5,6.2,21.1,16,0.3188,0.8,0.9398,0.839
"Robeson",9608.01,3352,0,8.94,33.14,0,0,48.72,5.96,80.56,0.3,86.1,"greater_75",74.6601,14.5,29,13.8,47.2,13.7,4.9,23.4,19.7,0.7882,0.8,0.9882,0.9722
"Robeson",9608.02,1475,0,8.88,32.74,0,0,22.34,5,1.74,0,90.6,"greater_75",65.4237,9.9,21,8.7,50.7,13.5,6.5,19.3,21,0.6582,0.8,0.9586,0.9359
"Robeson",9609,2082,0,8.94,37.8,0,0,62.76,7.92,100,0,42.6,"btwn_25_50",35.975,15.6,9.3,3.1,39.7,9.4,8.4,13.3,12.3,0.6977,0.6,0.6511,0.8033
"Robeson",9610,1991,0,8.91,33.78,0,0,9.29,11.06,30.77,0,55.4,"btwn_50_75",56.9486,12.1,17.3,6.6,41.4,11.5,6.6,18.2,15.4,0.6216,0.8,0.9391,0.9223
"Robeson",9611,2237,0,8.86,33.43,0,0,19.03,9.5,0,0,74.7,"btwn_50_75",72.5972,26.2,42.3,7.3,42.4,13.6,5.9,23.6,16.9,0.4546,0.8,0.9942,0.8932
"Robeson",9612,3236,0,8.9,33.77,0,0,0,9.33,0.14,0,49.1,"btwn_25_50",54.8251,11,19.5,8.1,43.7,11.7,7.8,17.4,15.7,0.5686,1,0.9519,0.9604
"Robeson",9613.01,4840,0,8.93,32.11,0,0,8.4,5.25,30.1,0.08,46.2,"btwn_25_50",33.2824,4.5,9.9,1.2,41,9.6,8.6,12.6,12.5,0.1265,0.6,0.5803,0.5281
"Robeson",9613.02,5617,0,8.91,33.66,0,0,0,7.67,15.03,0,68.1,"btwn_50_75",53.7818,13.5,20.8,8.8,39.4,12.2,6.1,19.2,14.4,0.3959,0.8,0.9582,0.8668
"Robeson",9614,4060,0,8.91,30.95,0,0,0,3.58,3.51,0.09,51.4,"btwn_50_75",43.67,11.7,19.3,3.6,39,11.3,6.3,17.6,13.6,0.091,0.8,0.6723,0.6513
"Robeson",9615,5041,0,8.75,31.06,0,0,23.74,2.25,0.01,28.58,45.9,"btwn_25_50",41.6218,14.2,19.5,4.9,37.6,11.4,6.4,17.7,12.5,0.1399,0.8,0.8214,0.7352
"Robeson",9616.01,4313,0,8.76,31.59,0,0,56.55,3.25,37.06,0.11,58.9,"btwn_50_75",57.6457,13.3,28.3,3.9,39.7,12.3,6.2,20.1,13.7,0.129,0.8,0.8305,0.7345
"Robeson",9616.02,4030,0,8.65,31.32,0,0,18.25,2.78,13.52,15.23,55.7,"btwn_50_75",54.089,12.3,19.9,3.8,42.5,11.7,7.3,17.7,15.6,0.1312,0.8,0.7969,0.7217
"Robeson",9617,5035,0,8.8,31.55,0,0,9.88,5.75,0,0.16,70.6,"btwn_50_75",56.372,10,23.7,4.5,48.4,12.8,7.8,18.3,19.6,0.0825,1,0.9024,0.8159
"Robeson",9618.01,5687,0,9,32.07,0,0,0.87,4.08,40.5,0.39,94.6,"greater_75",58.8952,13,28.8,11.4,43.7,15.3,6.5,24.1,20.8,0.3378,0.8,0.9045,0.8343
"Robeson",9618.02,5418,0,8.93,32.09,0,0,0,2.71,49.61,0.32,88.1,"greater_75",51.0496,14.3,19.4,6.8,42.9,13.7,6.7,20.2,17.9,0.3766,0.8,0.8527,0.8303
"Robeson",9619,4939,0,8.85,31.93,0,0,0,4.27,26.53,12.61,79.7,"greater_75",63.8793,14.9,25.3,6.3,47.9,13.2,7.3,19.8,20.5,0.1701,0.8,0.9633,0.7979
"Robeson",9620.01,3506,0,9.07,33.79,0,0,29.47,5.67,80.42,0.15,88.5,"greater_75",66.1424,13.1,24.6,15.7,47.8,14,6.8,20.8,20.1,0.3268,0.8,0.9303,0.8386
"Robeson",9620.02,3310,0,9.01,32.31,0,0,0,2.25,27.15,0,88.5,"greater_75",58.6384,18.4,24.7,9,45.7,14.8,6.6,22.9,20.1,0.0791,0.8,0.8865,0.7371
"Rockingham",401.01,3877,0,9.05,31.16,0,0,0,3.44,4.33,4.69,28.4,"btwn_25_50",41.7658,7.9,14.1,3.1,38.6,10.3,7.7,15.7,13.6,0.2264,0.8,0.6506,0.7007
"Rockingham",401.02,2680,0,9.09,31.68,0,0,0,3.33,61.71,0.01,36.9,"btwn_25_50",41.5939,12.6,11.6,5.2,39.3,9.8,7.2,14.3,12.4,0.2926,0.4,0.5679,0.5036
"Rockingham",402,3754,0,8.98,31.32,9.56,0,0,4.39,0,12.37,35.1,"btwn_25_50",54.4752,16,21.6,7.3,41.4,10.9,7.2,17.1,14.1,0.7356,0.8,0.9499,0.9527
"Rockingham",403,3649,0,8.98,31.32,0,0,0,9.61,0,11.4,27.5,"btwn_25_50",33.2579,8.4,11.5,4.1,41,9.6,9.7,13.1,13.6,0.4755,0.6,0.7371,0.7542
"Rockingham",404,6087,0,8.92,31.52,0,0,0,6.08,0,24.63,34.6,"btwn_25_50",61.7263,15.4,19.3,7.2,42,11.7,7.2,19.2,15.9,0.4873,0.8,0.9179,0.8814
"Rockingham",405.01,3541,0,8.89,31,0,0,0,4.89,0,10.1,32.7,"btwn_25_50",51.4423,8.8,20.3,16.2,43.8,11.6,7.8,18.4,17.6,0.1752,1,0.9417,0.8567
"Rockingham",405.02,2937,0,8.94,31.61,0,0,0,7.06,0,10.04,31,"btwn_25_50",40.7294,6.9,13.2,2.5,39.9,10.3,8.1,15,13.9,0.2484,0.6,0.6319,0.6136
"Rockingham",406.01,4058,0,8.79,30.86,0,0,17.61,4.17,27.36,8.41,16.7,"less_25",31.7785,9.5,14.9,4.7,38,10.2,7.6,15.3,13.2,0.197,0.6,0.6275,0.5869
"Rockingham",406.02,4364,0,8.91,31.48,0,0,8.65,5.72,20.61,4.78,16.8,"less_25",28.5911,8.2,14.7,4.4,38.3,9.6,7.3,14.2,12.2,0.526,0.2,0.5239,0.4976
"Rockingham",407,4454,0,8.74,31.06,0,0,39.8,3.92,16.94,1.53,17.4,"less_25",36.0575,7.2,20.3,4.5,39.9,10.3,8,15.9,13.6,0.3136,0.8,0.6652,0.7417
"Rockingham",408,1583,0,8.89,32.03,0,0,84.47,9.33,82,0,37.7,"btwn_25_50",49.084,8.8,13,4.5,42.7,10.3,7.9,14.1,14.6,0.5233,0.6,0.5012,0.6786
"Rockingham",409,2631,0,8.87,31.62,0,0,94.23,7.72,63.26,0.75,21.5,"less_25",48.1613,10,20.3,11.8,39.8,10.7,8.2,16.9,14.6,0.5108,1,0.9284,0.9414
"Rockingham",410.01,5898,0.33,9.01,32.98,0,0,0.47,4.63,30.16,23.58,20.1,"less_25",26.704,9.6,17.5,1.4,33.6,9.9,6.8,15.5,11.1,0.44,0.2,0.5256,0.4504
"Rockingham",410.02,5700,0.33,9.07,32.03,0,0,3.49,4.33,22.58,14.65,12.9,"less_25",31.1544,9.2,13.9,5.5,34.5,9.4,7.6,13.8,11.1,0.1943,0.2,0.6057,0.3549
"Rockingham",411,6785,0,9.06,31.7,0,0,0,4.08,0.16,4.23,16,"less_25",24.9484,5.6,14,4.7,37.5,9.6,7.8,13.6,12.2,0.566,0.4,0.4979,0.6057
"Rockingham",412,4841,0.33,9.15,33.1,0,0,14.61,7.79,86.59,3.07,59.7,"btwn_50_75",55.1573,10.9,23,7.5,45.1,12,6.7,17.5,18,0.4792,0.8,0.8871,0.8705
"Rockingham",413,6150,0.33,9.2,32.1,1.71,0,0,3.67,24.19,5.48,47.3,"btwn_25_50",52.2612,16.3,22.2,4.5,41.8,11.2,6.8,17.4,16.2,0.6619,0.8,0.8998,0.9225
"Rockingham",414,2953,0.33,9.19,33.51,28.6,0,26.26,6.5,89.28,43.9,37.2,"btwn_25_50",52.8948,17.1,23.5,13.9,43.8,11.8,7.2,18.1,16.8,0.9041,0.8,0.9696,0.9883
"Rockingham",415,7188,0.33,9.19,32.95,0.09,0,62.13,7.71,80.66,31.56,28.9,"btwn_25_50",42.684,8.9,16.5,6.6,39.6,10.1,8.7,14.3,13.9,0.8785,0.6,0.8443,0.913
"Rockingham",416.01,3333,0.33,9.13,32.41,0,0,0,4.5,12.28,19.48,19,"less_25",25.0915,8.8,19.8,7.6,35.4,9.7,7.2,14.6,11.2,0.6324,0.2,0.5751,0.5788
"Rockingham",416.02,4614,0.33,9.23,31.94,0,0,21.04,4,41.98,33.3,13.5,"less_25",33.5934,8.6,16,5.8,34.6,9.6,7.1,14.2,10.8,0.4723,0,0.5177,0.3482
"Rowan",502.01,4236,1,9.85,37.83,0,0,6.64,8.5,70.42,30.9,40.9,"btwn_25_50",43.6399,11.6,11.9,9.4,45.4,10.9,8.2,15.2,16,0.755,0.8,0.8751,0.9392
"Rowan",502.02,5346,1,9.87,39.05,0,0,0,9,94.11,31.1,47.5,"btwn_25_50",47.5053,9.9,12.3,6.8,41.3,10.9,8.2,15.3,14.8,0.8933,0.8,0.8972,0.9748
"Rowan",503,3526,1,9.88,41.3,0,0,6.45,9.67,100,33.82,43.2,"btwn_25_50",39.9886,13,11.4,6.7,40.4,10.6,6.6,15,13.5,0.984,0.6,0.8682,0.9444
"Rowan",504,2870,1,9.88,38.4,0,0,29.24,9.75,99.88,34.74,89.3,"greater_75",65.7757,12.8,13.4,20.7,36.4,12.6,4,19,12.7,0.8834,0.8,0.8975,0.9733
"Rowan",505,3704,1,9.87,37.14,0,0,79.34,8.67,57.09,34.74,40.7,"btwn_25_50",26.1453,5.2,9.7,13.5,35.7,9.5,7.6,12.7,10.7,0.8127,0.4,0.5638,0.7408
"Rowan",507,3222,1,9.85,36.85,0,0,53.69,7.63,82.22,37.16,47.7,"btwn_25_50",46.4923,13.8,20.5,11.8,41.1,11.3,7.2,16.7,14.9,0.8219,0.8,0.8895,0.9583
"Rowan",508,2633,1,9.85,36.92,0,0,36.56,5.25,81.78,33.46,77.3,"greater_75",51.0065,17.4,21.5,12.5,47.8,12.2,6.8,16.3,17.8,0.8574,0.8,0.9331,0.9748
"Rowan",509.01,4706,0.67,9.75,34.27,0,0,16.4,3.56,9.17,42.11,10.9,"less_25",37.5,11.2,13.9,2.4,36.6,9.7,7.8,14,11.8,0.5903,0.4,0.5241,0.6296
"Rowan",509.03,5977,0.67,9.74,34.28,0,0,8.11,4.5,18.69,19.03,11.3,"less_25",28.6599,4.7,10.8,5.5,34.9,9.9,7.1,14.4,10.9,0.4077,0.2,0.3363,0.3206
"Rowan",509.04,2451,0.67,9.57,33.8,0,0.52,1.68,3.33,11.23,30.24,3.6,"less_25",51.4749,8.9,21.1,7.1,36.4,10.7,7.5,17,12.8,0.7581,1,0.6821,0.9417
"Rowan",510.01,7759,0.67,9.7,34.67,0,12.36,0,5.71,40.28,10.38,7.8,"less_25",34.0173,11.1,15.8,5.5,32.9,10,7,15.2,10,0.727,0,0.6227,0.55
"Rowan",510.02,5810,1,9.82,35.54,0,0,0,5.83,69.58,27.5,9,"less_25",34.4279,8.4,7.8,4.4,34,9.5,7.2,13.9,10.2,0.6407,0,0.476,0.4227
"Rowan",511.01,5905,1,9.84,35.85,0,0,0,4.46,1.1,13.29,1.8,"less_25",31.9221,11.1,13.9,3,34.6,10.1,7.1,15.2,10.7,0.4363,0,0.3737,0.2425
"Rowan",511.02,3452,1,9.89,38.91,0,0,0,5.33,63.51,28.34,14.3,"less_25",32.838,6.4,17.4,10.9,37.8,10.6,7.4,16.6,12.9,0.9801,0.8,0.646,0.9381
"Rowan",512.01,5942,1,9.92,39.2,0,0,0,4.61,29.27,20.51,39.3,"btwn_25_50",34.8653,9,19,5.8,32.1,9.1,5.6,13.8,9.1,0.9667,0,0.7614,0.7217
"Rowan",512.02,3445,1,9.9,35.87,0,0,0,4.75,34.78,18.72,37.2,"btwn_25_50",43.6284,13.5,16.9,5.7,37.7,10.4,7,15.7,13.1,0.8862,0.8,0.7608,0.9433
"Rowan",512.04,3687,1,9.9,41.42,0,0,0,7.08,52.04,20.61,42,"btwn_25_50",46.2298,15.9,15,3.9,32.8,9.6,6.8,13.9,10.4,0.977,0,0.8372,0.7549
"Rowan",513.01,2199,1,9.85,34.95,0,0,27.84,4.5,59.14,25.69,28.1,"btwn_25_50",28.422,6.7,13.2,3.9,36.7,9.7,7.4,13.7,11,0.5801,0.2,0.567,0.5487
"Rowan",513.02,4604,1,9.83,35.8,0,0,32.79,4.72,35.36,34.52,23.4,"less_25",31.212,13.6,8.7,7.9,39.9,9.7,8.3,13,13,0.4794,0.6,0.5382,0.6758
"Rowan",513.03,5850,1,9.87,36.44,0,0,0,5.23,98.51,33.42,46.7,"btwn_25_50",44.0775,15.9,11,7,41.3,10.3,8.2,13.9,13.6,0.8082,0.6,0.8517,0.8962
"Rowan",514,8273,1,9.94,37.63,0,0,38.73,8.13,72.84,2.84,30.5,"btwn_25_50",35.189,13,15.2,6.2,35.7,10,7.4,14.9,11.4,0.495,0.2,0.7577,0.6004
"Rowan",515.01,3951,1,9.99,37.1,0,0,96.11,11.39,61.89,0.06,46.5,"btwn_25_50",48.1576,19.3,23.8,9.2,35.7,10.6,6.8,16.8,12.4,0.4899,0.8,0.9277,0.8847
"Rowan",515.02,3440,1,10.01,36.34,0,0,7.96,5.83,0,25.71,9.3,"less_25",46.6745,10.6,19,11.7,38.1,10.4,7.9,16.2,13.1,0.3574,1,0.7396,0.8507
"Rowan",516,6784,1,9.97,36.72,0,0,62.19,8.43,51.71,8.61,36.6,"btwn_25_50",34.6403,14.2,14.3,10.1,36.8,10.2,7.4,15,12.2,0.4941,0.2,0.7575,0.5998
"Rowan",517,8022,1,9.95,37,0,0,22.65,7.6,56.13,14.37,13.1,"less_25",36.9448,13.8,13.8,7.1,36.4,10.2,7,15.9,11.7,0.5343,0.4,0.6939,0.6802
"Rowan",518.01,4870,1,10,35.8,0,0,0,4.39,0,47.58,13.4,"less_25",38.6816,15.3,20.2,4.4,34.8,10.2,7,15.9,11.3,0.2967,0.2,0.647,0.4377
"Rowan",518.02,4625,1,9.96,35.54,0,0,0,4.75,0,6.94,14.2,"less_25",26.3067,13.1,12.9,2,32.7,9.4,7,13.9,9.8,0.1895,0,0.4924,0.1748
"Rowan",519.01,4505,1,9.9,34.61,0,0,0,4.75,14.63,2.13,21.9,"less_25",29.6733,7.7,14.5,6.9,36.6,9.9,7.2,15,11.6,0.6316,0.2,0.5346,0.5581
"Rowan",519.02,6131,0.33,9.74,33.34,0,0,0,4,13.41,22.9,23.1,"less_25",32.246,12.5,10,7.9,36.4,9.9,6.9,14.1,11.3,0.5815,0.2,0.5493,0.5404
"Rowan",520,2371,1,9.88,38.5,0,0,92.65,10.67,100,33.77,53.6,"btwn_50_75",44.2369,14,14,12.2,39.6,10.7,5.9,15.6,12.8,0.9112,0.8,0.8703,0.9735
"Rutherford",9601,7420,0,9.05,31.78,0,0,24.63,4.25,14.29,5.51,9.6,"less_25",47.4266,8.3,15.9,4.7,38,10.2,8.1,15.6,13.3,0.2322,0.8,0.666,0.7096
"Rutherford",9602,7052,0,8.73,29.86,0,0,0,4.29,28.58,9.46,10.5,"less_25",36.0011,11.6,16,5,38.7,10.2,8.1,14.8,13.5,0.3359,0.6,0.5469,0.6147
"Rutherford",9603,2772,0,8.45,26.49,0,0,0,6.29,32.12,2.45,7.5,"less_25",30.0145,8.4,7.2,8.6,40.7,8.8,10.3,10.6,13.1,0.0331,0.6,0.3934,0.3704
"Rutherford",9604,3685,0,9.12,35.09,0,0,0,5.08,53.49,15.87,9.9,"less_25",31.1269,5,11.3,5,36.1,9.6,7.9,13.7,11.6,0.4192,0.4,0.4663,0.5164
"Rutherford",9605,7282,0,9.04,34.07,0,0,0,7.38,73.89,17.89,13.3,"less_25",39.5821,10.9,12.6,9.3,36.1,9.9,8.5,14,12.7,0.5217,0.6,0.87,0.8183
"Rutherford",9606,3821,0,9.15,35.18,0,0,0,8.22,56.11,25.4,34.6,"btwn_25_50",49.6774,16.8,22.3,10,40,10.7,7.1,16.2,14.4,0.4915,0.8,0.923,0.8838
"Rutherford",9607,4027,0,9.27,35.75,0,0,29.39,6.1,2.67,4.75,27.6,"btwn_25_50",42.5612,7.1,11.6,3.3,37,10.2,7.7,14.7,13.3,0.4745,0.6,0.7631,0.7632
"Rutherford",9608,4649,0,9.32,36.72,0,0,1.49,8.67,91.86,0,39.2,"btwn_25_50",59.7366,18.7,15.2,18.4,43.4,11.9,7.5,18.4,17.1,0.7064,1,0.9792,0.9899
"Rutherford",9609,5725,0.33,9.37,36.76,0,0,0,7.29,48.96,0,21.4,"less_25",53.718,16.1,20.2,5.8,38.5,10.6,7.9,16.2,14.1,0.4733,1,0.9392,0.9349
"Rutherford",9610,6521,0,9.38,34.67,0,0,0,4.23,14.46,13.39,11.8,"less_25",44.302,12.2,14.7,7.7,37.1,10.6,7.5,16.8,13.3,0.4709,1,0.7634,0.8894
"Rutherford",9611.01,5768,0.33,9.5,35.64,0,0,15.26,5.79,25.06,0,17.1,"less_25",38.3174,12.2,21.9,3.4,37.2,10.8,7.2,17.4,13.7,0.5293,0.8,0.6737,0.822
"Rutherford",9611.02,3248,0.33,9.55,36.08,0,0,0,3.75,34.47,0,17.2,"less_25",47.1473,9.5,17.2,10.3,37.6,10.5,7.4,17,13.4,0.6141,0.8,0.7596,0.8726
"Rutherford",9612,4629,0.33,9.38,35.8,0,0,0,4.28,26.84,0.02,7.2,"less_25",35.3111,11,21.7,6.6,36.6,10.3,8.1,15.8,13.2,0.3644,0.8,0.6767,0.7642
"Sampson",9701,7110,0,9.13,29.28,0,0,0.85,3.67,33.05,3.9,62,"btwn_50_75",59.6904,16.2,18.7,14.2,39.5,10.9,6.5,16.9,15.9,0.3156,0.8,0.9832,0.8512
"Sampson",9702,6796,0,9.28,30.49,0,0,2.82,4.5,48.07,0.84,39.7,"btwn_25_50",45.6928,13.9,18.6,9.6,35.5,10.3,7.1,15.6,13.7,0.2105,0.6,0.9266,0.7254
"Sampson",9703.01,6071,0,9.41,31.11,0,0,0.95,4.33,40.26,0,27.1,"btwn_25_50",35.472,16.7,13.3,3.6,32.8,10.2,6.4,15.9,12.3,0.0765,0.4,0.7485,0.4831
"Sampson",9703.02,5350,0,9.27,30.93,0,0,0,3.67,16.55,0,34.1,"btwn_25_50",32.8037,15.8,18.1,5.4,35.8,10.5,6.8,16.2,13.7,0.0701,0.8,0.7685,0.6844
"Sampson",9704,4570,0,9.06,31.42,0,0,0,5.67,38.75,0,28.6,"btwn_25_50",32.1773,10.8,17.2,2.7,39.4,10.7,7.5,16,14.8,0.1284,1,0.6944,0.7581
"Sampson",9705,5949,0,9.12,31.08,0,0,0,4.75,18.06,0,43.7,"btwn_25_50",41.1844,17.3,19.5,2.4,41.7,11.5,6.9,17.7,16.9,0.2078,0.8,0.8504,0.7706
"Sampson",9706,4681,0,9.11,31.52,0,0,0,8.21,86.99,0,56,"btwn_50_75",53.0498,9.9,19.1,9.2,42,10.9,7.3,15.7,16.7,0.4259,0.8,0.988,0.8837
"Sampson",9707,7316,0,9.08,30.92,0,0,0,8.47,45.83,0,48.2,"btwn_25_50",44.3199,17.7,25.2,8.1,41.4,11.4,7.3,16.7,16.8,0.355,0.8,0.984,0.8623
"Sampson",9708,6944,0,8.92,30.44,0,0,0,6.33,48.3,0,68.9,"btwn_50_75",51.9436,25.2,31.5,5.4,41.9,11.5,7.4,17.3,17.8,0.4815,0.8,0.9908,0.8996
"Sampson",9709,3538,0,8.72,29.93,0,0,0,3.17,10.17,0,57.3,"btwn_50_75",67.3678,7.9,18.8,8.3,44.5,12.4,7.2,19.3,21.1,0.0808,0.8,0.9527,0.7617
