"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"Buncombe",15,2711,0.67,8.31,29.74,0,0,0,13.33,90.44,10.91,27.8,"btwn_25_50",52.1158,20.8,17.9,4.2,30.2,9.6,6.7,14.8,9,0.3928,0,0.8627,0.5008
"Buncombe",16,6514,0.67,8.27,28.98,0,0,0,11.42,66.97,7.9,11.9,"less_25",28.4868,7.7,5.6,4.7,33.2,8.8,8.5,11.6,9.8,0.3219,0.2,0.5629,0.4049
"Buncombe",17,2728,0.33,8.23,25.69,0,0,0,7.33,3.78,10.72,7.9,"less_25",28.3779,9,5.1,2.3,37.7,8.4,10.3,9.8,10.2,0.0575,0.4,0.2346,0.18
"Buncombe",18.01,3391,0.67,8.3,27.47,4.51,0,0,13.33,72.09,7.66,15.6,"less_25",35.4468,7.6,2.6,1.3,35.8,9.2,8.7,12,10.6,0.4124,0.4,0.4586,0.509
"Buncombe",18.02,5062,0.33,8.28,26.18,0,0,0,8.11,37.54,7.66,16,"less_25",25.3949,7.9,4.1,2.7,33.5,8.7,8.6,11.4,9.6,0.1204,0.2,0.4598,0.2261
"Buncombe",19,3885,0.33,8.33,28.81,23.82,0,22.19,14,100,7.63,19.1,"less_25",37.7749,12.7,10.6,1.7,37,9.4,9.1,12.6,11.1,0.5636,0.4,0.686,0.6893
"Buncombe",20,6446,0.33,8.36,29.49,45.33,0,1.27,14.79,100,7.63,31.3,"btwn_25_50",43.758,17.1,13.7,3.1,33.2,9.9,6.4,14.3,10.2,0.6393,0,0.8257,0.6063
"Buncombe",21.01,1462,0.33,8.37,29.38,0,0,53.31,8.83,84.32,1.32,5.1,"less_25",5.8824,1.1,0.8,1.1,36.5,7.6,11,7.6,9.2,0.3242,0.4,0.0078,0.1999
"Buncombe",21.02,5740,0.33,8.38,28.94,0,0,25.72,10.67,98.37,6.6,36.6,"btwn_25_50",52.8509,11.3,20.9,3.9,34.1,10,6.6,15.4,11.4,0.3388,0,0.9171,0.5009
"Buncombe",22.03,4429,0.67,8.38,30.53,0,0,15.94,12,99.98,10.64,39.2,"btwn_25_50",35.6062,11.4,18.5,2.4,29.9,9.8,6.1,15.1,10,0.7717,0,0.8965,0.6968
"Buncombe",22.04,9453,0.67,8.37,29.59,0,0,75.97,14,91.61,2.78,13.7,"less_25",17.296,4.4,2.1,0.2,30.3,8.1,8.3,10.1,8.2,0.3747,0.2,0.2019,0.2242
"Buncombe",22.05,7406,0.67,8.4,29.85,0,0,0.09,8.72,56.89,13.35,19.6,"less_25",21.4482,6.3,4.4,1.6,31.3,8.8,7.9,11.9,9.1,0.6246,0.2,0.3166,0.4364
"Buncombe",22.06,4829,0.67,8.39,29.09,0,0,11.68,6.75,68.04,8.62,13.3,"less_25",17.491,2.1,1.2,1.9,37.7,8.3,10.6,10,10.2,0.5431,0.4,0.3865,0.5398
"Buncombe",23.01,6862,0.67,8.27,27.27,0,0,87.28,5.83,14.59,6.38,11.3,"less_25",13.2282,5.4,1.7,5.3,30.8,8.4,8,10.8,8.3,0.4822,0.2,0.3403,0.368
"Buncombe",23.02,9265,0.67,8.31,27.69,0,0,80.54,9.38,39.1,0.01,13.7,"less_25",17.8847,9.2,5,1.9,32.5,8.9,8,12.2,9.4,0.115,0.2,0.3365,0.1594
"Buncombe",24.01,3514,0.33,8.02,23.01,0,0,100,4.39,9.1,11.26,16,"less_25",55.6886,13.3,13.7,1,34,10,6.8,15.8,10.8,0.0382,0.2,0.7618,0.3549
"Buncombe",24.02,4943,0.33,8.13,24.85,0,0,99.05,4.5,8.43,11.8,21.5,"less_25",28.4038,7.1,11.7,3.1,32.2,9.5,7,14.8,9.8,0.0616,0,0.5877,0.1582
"Buncombe",25.03,4081,0.67,8.17,25.08,0,0,85.46,6.75,100,1.99,9,"less_25",36.0565,10.8,10.2,7.4,33.7,9.5,7.5,14.4,10.3,0.1517,0.2,0.7216,0.398
"Buncombe",25.04,4896,0.67,8.19,24.6,0,0,9.55,5,44.9,2.02,5.6,"less_25",35.2533,11,6.5,1.1,33.8,9.7,7.1,14.7,10.1,0.0959,0,0.4936,0.1308
"Buncombe",25.05,5313,0.33,8.29,27.82,0,0,6.43,7,59.37,0.51,10.6,"less_25",18.4814,13.5,10.1,8.9,33.2,8.7,8.5,12,9.3,0.234,0.2,0.5875,0.3677
"Buncombe",25.06,3655,0.67,8.32,27.79,0,0,6.18,7.39,28.23,4.42,25.7,"btwn_25_50",63.9672,19,18.3,6.7,35.2,10.9,6.5,18.7,12.8,0.4124,0.8,0.8859,0.851
"Buncombe",26.03,3818,0.67,8.12,23.11,0,0,0.85,4.17,0,6.44,12.4,"less_25",53.7149,12.8,17.6,4.7,36.9,10.8,7.5,17.8,13.9,0.0639,1,0.8269,0.7829
"Buncombe",26.04,5787,0.67,8.19,25.37,0,0,49.71,3.94,0,11.21,4.1,"less_25",30.534,13.9,14.3,1.9,33.1,9.6,7.3,14.2,9.8,0.1039,0,0.4275,0.106
"Buncombe",26.05,6215,0.67,8.25,26.41,0,0,0,4.89,0,31.41,16.2,"less_25",36.2884,15.9,12.9,2.6,31.4,9.8,6.6,15.4,10,0.0666,0,0.577,0.1554
"Buncombe",26.06,4462,0.33,8.26,27.78,0,0,0,5.04,0,33.92,12.5,"less_25",42.4624,19.2,11.6,1.7,33.5,9.8,7.4,15.2,11.3,0.1802,0,0.6752,0.2686
"Buncombe",26.07,4091,0.67,8.3,28.74,0,0,0,6.56,0.59,16.82,13.9,"less_25",34.5994,15.4,11.7,3.6,33.8,9.7,7.2,14.8,10.6,0.2664,0,0.6507,0.3043
"Buncombe",27.01,3861,0.67,8.27,28.82,0,0,0,5.25,65.54,12.6,11.9,"less_25",22.1285,9.9,9.2,2.1,33.8,8.6,7.2,12.3,9.6,0.4041,0,0.3877,0.2326
"Buncombe",27.02,4403,0.67,8.19,27.76,0,0,0,9.42,86.04,0,9,"less_25",23.7628,6.2,5.2,1.7,36.1,8.9,9.3,11.4,10.2,0.233,0.4,0.3325,0.334
"Buncombe",27.03,6441,0.67,8.13,25.57,0,0,0,5.89,4.28,0.79,9.3,"less_25",21.9842,10,6.4,2,35.8,9.1,8.7,12.2,10.7,0.0915,0.4,0.2463,0.2031
"Buncombe",28.03,4827,0.67,8.16,26.01,0,0,16.93,5,59.3,7.63,20.6,"less_25",49.6746,13,20,5.5,33.9,10.6,6.8,17.4,12,0.1896,0.4,0.8435,0.5911
"Buncombe",28.04,4883,0.67,8.1,25.46,0,0,0,4.89,43.66,3.38,2.2,"less_25",30.6412,8.4,6.7,1.9,32.8,9.4,7.4,13.6,10,0.2035,0,0.349,0.1148
"Buncombe",29,3814,0.33,7.98,22.87,0,0,21.37,3.94,2.25,7.11,1.8,"less_25",40.4038,17,6.2,2.5,35.8,9.9,7.7,15,11.5,0.0797,0.4,0.3884,0.2756
"Buncombe",30.01,9026,0.33,8.21,25.24,4.57,0,1.37,9.13,22.37,9.43,16.3,"less_25",30.745,8.7,10.3,3.3,34,9.4,7.9,13.2,9.9,0.4858,0.2,0.5168,0.4705
"Buncombe",30.02,6591,0.33,8.19,24.55,9.85,0,0,7.27,41.48,10.01,9.5,"less_25",39.9385,12.4,10.3,2.2,33.1,9.7,7.2,14.6,10.4,0.6564,0,0.6931,0.5499
"Buncombe",31.02,5518,0.33,8.08,23.49,0,0,43.27,6.92,20.87,9.68,10.4,"less_25",34.7385,10.4,11.6,7.1,33.1,9.4,8,13.2,9.9,0.1049,0.2,0.6594,0.3334
"Buncombe",31.03,1888,0.33,8.19,23.7,0,0,30.11,8.5,52.04,19.84,7,"less_25",25.3708,11.8,2.7,6.4,32.2,8.7,8,11.4,8.8,0.1521,0.2,0.3848,0.2026
"Buncombe",31.04,6487,0.33,8.09,23.71,0,0,7.65,9.17,16.31,2.72,15,"less_25",27.5706,8.3,11.4,2.5,38,9.3,9.2,12.7,11.4,0.0906,0.4,0.6769,0.4514
"Buncombe",32.01,1663,0.33,8.37,28.49,0,0,30.85,7,66.36,7.67,6.8,"less_25",20.7456,9.7,3,2.3,32.4,8.6,8.2,11.1,9.1,0.1747,0.2,0.4323,0.241
"Buncombe",32.02,4082,0.33,8.38,28.06,0,0,0,4.44,1.17,13.13,7.5,"less_25",20.0394,5.8,8.3,3.1,32.5,8.9,7.7,11.8,9.3,0.3324,0.2,0.3855,0.3047
"Buncombe",32.03,5774,0.33,8.32,26.9,0,0,13.55,6.94,77.49,6.02,17.6,"less_25",36.3993,5.1,6.3,0.9,32.4,9,7.7,12.5,9.6,0.1627,0.2,0.4182,0.2264
"Buncombe",32.04,5977,0.33,8.3,24.7,0,0,6.86,4.72,24.57,5.22,15.4,"less_25",35.7912,12.3,4.3,7.3,33.7,9.3,7.7,13.5,10.1,0.0789,0.2,0.4615,0.2045
"Buncombe",32.05,1278,0,8.28,24.32,0,0,1.54,5,0,0.02,3.1,"less_25",46.1659,6.2,8.8,2,37,9.6,8.3,14.4,12.2,0.0092,0.4,0.3771,0.2295
"Burke",201,4318,0,8.68,30.69,0,0,78.19,3.83,23.46,4.66,16.9,"less_25",52.4762,10,25.6,19.3,39.4,11,7.2,17.6,14.1,0.2687,0.8,0.881,0.8036
"Burke",202.01,6586,0,8.25,28.24,0,0,98.97,3.79,1.75,3.92,23.2,"less_25",36.0373,19.5,16,16.6,37.6,9.9,7.9,14.1,12.4,0.0439,0.6,0.6922,0.5429
"Burke",202.02,4222,0,8.74,31,0,0,99.97,5.75,23.52,12.27,14.8,"less_25",31.2366,10.1,11.4,8.4,38.9,9.9,8.2,14.1,12.7,0.28,0.6,0.6138,0.6201
"Burke",203.01,4962,0,8.74,31.09,0,0,5.28,3.92,74.48,0,24.3,"less_25",47.5254,9.4,19.6,4.2,36.5,10,7.2,15.3,12.3,0.2945,0.4,0.8146,0.6272
"Burke",203.02,7403,0,8.86,31.53,0,0,12.51,4.96,57.08,0.04,12.4,"less_25",39.2944,8.8,12.5,5.6,34.3,9.6,7.1,14.6,11,0.1925,0,0.6416,0.2566
"Burke",205,2818,0,8.9,34.61,0,0,68.13,9.58,100,47.39,31.5,"btwn_25_50",33.5699,20.3,11.2,4.2,36.2,9.2,7.7,12.7,11.6,0.6784,0.4,0.7252,0.7509
"Burke",206,5573,0,8.97,34.2,0,0,17.64,7.21,89.27,50.12,39.7,"btwn_25_50",47.9078,14.4,26.5,3.2,38.4,10.1,8.1,15,13.8,0.6942,0.6,0.9412,0.8897
"Burke",208.01,5457,0.33,9.07,33.53,0,0,0,5.11,35.83,10.2,9.3,"less_25",32.0337,8.3,13.3,3.4,37.7,9.7,8,14.3,11.9,0.6851,0.4,0.5939,0.7013
"Burke",208.02,3553,0.33,9.11,33.71,0,0,0,5.92,100,27.38,20.2,"less_25",41.1283,17.5,17.1,4.5,39.8,10,8.9,15,13.7,0.7095,0.6,0.7702,0.8454
"Burke",209,6901,0.33,9.25,33.1,0,0,23.68,7.17,63.16,2.09,7.7,"less_25",37.2379,7.5,16.7,4,37.6,9.6,8.5,14,11.5,0.6029,0.4,0.6849,0.7053
"Burke",210,5070,0.33,9.39,33.72,0,0,0,5.17,36.65,0.7,13.9,"less_25",33.8675,9.8,24.1,6.4,36.8,10.5,7.4,17,12.5,0.5852,0.8,0.6569,0.8342
"Burke",211,6000,0.33,9.56,33.78,0,0,15.66,5.94,41.95,2.12,9.2,"less_25",38.9167,8.5,15.4,8.3,36,10,7.4,15.8,11.7,0.8116,0.4,0.6315,0.765
"Burke",212.01,3724,0.33,9.23,32.48,0,0,1.38,3.72,25.24,11.14,5.2,"less_25",44.334,13.8,15,9.8,38.3,10,7.8,15.8,13.1,0.2076,0.8,0.6487,0.6921
"Burke",212.02,4928,0.33,9.47,33.15,0,0,0.22,5.06,39.93,0.55,13.3,"less_25",42.8187,10.8,21.7,5.8,36,9.9,7.3,15.9,11.4,0.3338,0.4,0.7685,0.6243
"Burke",212.03,4377,0.33,9.39,30.39,0,0,0,3.08,0,0,17.6,"less_25",47.4297,11,20.4,7.7,35.9,10.4,6.6,17.2,11.8,0.0811,0.6,0.6925,0.5617
"Burke",213.01,5654,0,9.04,31.28,0,0,60.58,5.22,29.77,26.48,25.9,"btwn_25_50",41.4455,11.2,22.3,6.2,33.6,10.4,6.1,17.5,11.1,0.1821,0.4,0.8226,0.5774
"Burke",213.02,3425,0,9.08,30.32,0,0,85.15,2.17,12.79,0.03,5.5,"less_25",35.6156,18.5,18.7,7.6,37.1,10.7,7.4,17.6,13.1,0.0644,0.8,0.629,0.6198
"Burke",214,4997,0,8.91,34.85,0,0,14.91,8.25,100,15.94,43.9,"btwn_25_50",64.651,16.8,24.9,4.7,38.6,10.4,7.3,16.6,14.1,0.7051,0.8,0.9905,0.9551
"Cabarrus",405,13448,1,9.82,36.46,0,0,0.69,5.58,67.41,9.6,39.7,"btwn_25_50",37.8803,7.9,12.8,6.2,28.1,9.3,5.6,14.4,9,0.4425,0,0.521,0.333
"Cabarrus",406,7091,0.67,9.82,35.32,0,0,0,4.5,7.37,0.72,15.3,"less_25",27.155,2.4,10.8,3.8,34.4,9.7,7.5,15,11.9,0.2277,0.2,0.3183,0.2076
"Cabarrus",407.01,1671,1,9.95,37.87,0,0,14.38,10.58,85.68,3.21,33.8,"btwn_25_50",39.2579,12.1,18.8,8.9,35.9,10,7.4,15.8,12.1,0.5488,0.4,0.6417,0.6635
"Cabarrus",407.02,7143,1.33,9.97,38.3,0,0,0,11.78,96.56,3.21,45.8,"btwn_25_50",39.8503,6,11.9,5.7,34.7,10.1,6.2,14.9,11.9,0.4957,0,0.7547,0.4979
"Cabarrus",407.03,2763,1.33,9.97,38.56,0,0,0,15.83,100,3.21,61.6,"btwn_50_75",58.9031,9.2,22.3,4.9,41.8,11.3,8.1,17.3,16.4,0.5008,1,0.968,0.9484
"Cabarrus",408,3760,1.33,10.01,38.09,0,0,3.74,15.11,100,3.2,35.9,"btwn_25_50",51.9871,13.2,21.5,5.7,36.6,10.4,6.9,15.8,13.1,0.7262,0.8,0.7845,0.9098
"Cabarrus",409,2003,1.33,9.99,38.69,0,0,0,14.5,100,2.97,40.9,"btwn_25_50",45.8812,12.6,10.1,6,34.9,9.8,7.5,14.6,12.1,0.5452,0.4,0.5043,0.5988
"Cabarrus",410,5842,1.33,10.01,37.75,0,0,28.31,13.58,70.77,0.19,39,"btwn_25_50",51.6779,14,24.6,9.3,35.7,10.4,6.8,16.4,12.7,0.575,0.8,0.9404,0.9111
"Cabarrus",411,6383,1.33,10.01,38.73,0,0,0,9.5,74.07,0,23.5,"less_25",25.3503,7.1,10.2,5.9,30,9.3,6.6,13.6,9.6,0.4663,0,0.3031,0.2207
"Cabarrus",412,8857,1.33,10.03,37.69,0,0,3.72,6.89,16.26,40.23,33.1,"btwn_25_50",18.8439,4.5,4.3,4.2,33.4,9,7.4,12.5,10.5,0.5363,0,0.2227,0.2149
"Cabarrus",413.01,6861,1,10.05,36.2,0,0,11.61,7,0,47.06,27.4,"btwn_25_50",12.7422,5.2,4.8,3.6,30,8.7,6.6,11.9,8.8,0.1757,0,0.2336,0.0629
"Cabarrus",413.02,11284,1.33,10.07,36.56,0,0,7.73,6.33,20.15,41.35,34.6,"btwn_25_50",8.933,3.3,3.1,0.9,23.7,8.2,5,11.2,6.4,0.62,0,0.0712,0.1796
"Cabarrus",413.03,10349,1.67,10.1,36.86,0,0,0,10.25,35.59,45.91,50.2,"btwn_50_75",8.6482,2.3,3.1,6,22.4,7.9,4.6,9.9,6,0.7578,0,0.1285,0.2864
"Cabarrus",415.01,11311,2,9.98,38.22,17.58,0,0.01,7.58,55.62,64.6,37.2,"btwn_25_50",8.2574,3.6,2.7,3.7,27.8,8.6,5.9,11.5,8.1,0.9178,0,0.0693,0.3464
"Cabarrus",415.02,8018,2,9.94,37.22,0,0,0,5.33,12.42,72.63,24.5,"less_25",16.3605,6.1,4.8,2.7,29.2,8.7,6.4,11.9,8.6,0.4508,0,0.1429,0.1324
"Cabarrus",415.03,4333,1.33,9.89,37.67,2.44,0,6.99,6.33,21.12,53.64,39.4,"btwn_25_50",19.9625,3.5,3,3.7,27,8.6,6.1,11.9,7.7,0.8293,0,0.1076,0.3162
"Cabarrus",416.01,8634,0.67,9.74,35.29,0,0,0,5.71,51.4,28.64,18.5,"less_25",22.3735,9.5,7.1,2.6,32.4,9,7.2,12.9,9.8,0.8407,0,0.2912,0.431
"Cabarrus",416.02,3982,0.67,9.68,35.25,0,0,0,3.17,8.89,19.57,12.5,"less_25",32.5465,6.1,12.6,2.5,31.5,9.5,6.9,14.2,10,0.3275,0,0.3556,0.1752
"Cabarrus",417.01,4025,0.67,9.63,35.02,0,0,12.49,6.44,36.45,8.44,3.4,"less_25",22.5306,7.1,9.4,3.8,32.4,8.9,7.1,13.1,9.8,0.2888,0,0.3349,0.1466
"Cabarrus",417.02,3672,0.67,9.65,33.77,0,6.54,0.89,4.33,33.83,3.59,13.4,"less_25",25.0136,7.7,10.2,12,33.5,9.1,7.7,13.4,10.3,0.5174,0.2,0.4689,0.4614
"Cabarrus",419.01,2216,1.33,9.98,39.99,0,0,95.63,14.67,100,0,71.3,"btwn_50_75",48.3303,15.3,36.3,4.7,40.1,11.3,6.7,18.6,16.8,0.8871,0.8,0.9587,0.984
"Cabarrus",419.02,4239,1.33,9.95,39.55,0,0,99.96,15.72,45.77,0.14,65.3,"btwn_50_75",60.2515,13.1,26,21.4,36.4,10.9,5.6,18.1,13.5,0.9058,0.8,0.9571,0.9866
"Cabarrus",420,5115,1.67,9.99,39.29,0.01,0,70.5,8.17,75.87,35.34,33.6,"btwn_25_50",42.9659,11.4,21.5,6.1,34.8,10.3,6.8,16.2,12.4,0.9755,0.4,0.7915,0.8707
"Cabarrus",421.01,3180,1.33,9.93,38.91,0,0,100,11.54,66.32,0,86.5,"greater_75",63.9493,27.3,28.7,7.9,44.1,12.1,5.8,18.7,19.4,0.5647,0.8,0.9882,0.9205
"Cabarrus",421.02,3937,1.33,9.94,38.86,0,0,35.77,10.42,100,0.53,41.9,"btwn_25_50",47.4421,7.3,13.3,7.1,32.4,10.3,5.6,16.6,11,0.6311,0.2,0.6781,0.6273
"Cabarrus",422,7066,1,9.89,38.01,0,0,73.9,6.72,54.38,2.02,18,"less_25",20.6819,6.2,7.7,4.9,32.3,9.1,7.4,13.2,9.7,0.5379,0,0.4078,0.3216
"Cabarrus",423,4078,1.33,9.93,39.79,0,0,54.81,11.63,11.99,3.16,42.5,"btwn_25_50",48.993,14.5,16.4,7.7,36.8,10,7.6,15.5,13.2,0.6598,0.8,0.9033,0.9231
"Cabarrus",424.01,3544,1.33,9.94,39.25,0,0,47.29,10.67,74.59,3,21.7,"less_25",24.8765,11.9,8.3,2.2,36.6,9,9.1,12.2,11.6,0.8513,0.4,0.4682,0.7183
"Cabarrus",424.02,6715,1.33,9.99,39.95,0,0,15.43,12.33,100,0.06,57,"btwn_50_75",32.8192,11.1,16.6,4.5,27.4,10,4.9,16.1,9.3,0.9109,0.2,0.7321,0.765
"Cabarrus",425.01,4171,1.33,10.03,39.93,0,0,19.49,9.75,81.11,13.99,23.1,"less_25",14.0719,10.8,10.1,5.2,27.7,8.4,6.6,11.2,8,0.875,0,0.2977,0.4542
"Cabarrus",425.02,2660,1.33,10,40.31,0,0,23.26,7.33,84.77,6.04,39.1,"btwn_25_50",26.8339,22.8,9.4,6.7,32.2,9.4,6.9,14.1,10.7,0.7879,0,0.5497,0.5436
"Cabarrus",425.03,4099,1.33,10.04,39.78,0,0,42.28,9.17,30.35,39.57,34.8,"btwn_25_50",34.9597,10,10.1,1.8,30.8,8.6,6.4,11.7,9,0.5668,0,0.3508,0.3045
"Cabarrus",425.04,1595,1.67,10.04,39.48,0,0,0,8.33,89.4,40.4,23.1,"less_25",2.8876,3.1,4.5,3.4,27.5,8.2,6.6,10.5,7.4,0.6368,0,0.0311,0.168
"Cabarrus",426.01,5264,1.33,10.06,39.78,0,0,39.55,6.33,74.26,41.24,19.1,"less_25",11.2003,2.7,2.8,3.1,29.7,8.3,7.5,10.5,8.7,0.7036,0.2,0.1044,0.3592
"Cabarrus",426.02,4177,1.67,10.08,39.62,0,0,0,7.39,94,73.58,37.7,"btwn_25_50",30.0384,8.9,6.7,5,28.4,9.6,5.1,15.7,9.5,0.9147,0.2,0.4046,0.6319
"Cabarrus",426.03,8096,1.67,10.04,38.95,6.54,0,23.29,6.39,59.52,59.48,34,"btwn_25_50",18.7253,6.1,7.8,1.4,28,8.7,5.9,12.3,8.2,0.8871,0,0.2152,0.4146
"Cabarrus",426.04,5033,2.67,10.02,38.67,13.63,0,0.01,9.5,95.29,73.33,29,"btwn_25_50",23.9846,6.6,5.4,7.7,29.2,8.8,6.8,12.1,8.5,0.9508,0,0.3869,0.5437
"Caldwell",301,5448,0,8.62,30.47,0,0,0,9.22,92.45,32.06,43,"btwn_25_50",63.2131,23.2,19.1,7.4,41.6,11.5,7.4,18.3,17.7,0.7425,0.8,0.974,0.9595
"Caldwell",302,4712,0,8.51,29.56,0,0,0.32,4.25,41.19,20.71,14.2,"less_25",52.9781,12,24.4,6.5,41,11.2,7.4,18.3,15.8,0.4829,0.8,0.8726,0.8672
"Caldwell",303,4170,0,8.76,32.59,0,0,0,6.21,54.67,20.8,24.1,"less_25",54.5106,15.9,21.4,15.2,39,10.9,7.2,17.6,15.7,0.6524,0.8,0.9417,0.9308
"Caldwell",304,3947,0,8.9,34.13,55.98,0,0,6.04,64.28,13,18.7,"less_25",48.8718,12.9,21.1,3.8,38.1,10.4,7.4,17,13.7,0.8539,0.8,0.8751,0.9622
"Caldwell",305,4940,0,8.67,30.72,0,0,0,7.72,80.79,30.18,21,"less_25",25.5843,8.9,11.3,9.7,38.5,9.5,9.6,12.8,12.8,0.3222,0.6,0.7451,0.6966
"Caldwell",306,4711,0.33,9.03,33.9,7.08,0,28.51,6.06,99.7,12.63,9.6,"less_25",32.5048,10.3,16.3,3.4,35.4,9.8,7.7,15.3,12.3,0.834,0.6,0.5468,0.8146
"Caldwell",307,7027,0.33,9.09,33.33,0,0,8.02,5.3,4.21,4.22,9.3,"less_25",36.6591,15.4,20,5.2,34.7,10.2,7.4,16,12.1,0.5162,0.2,0.6053,0.5355
"Caldwell",308,7646,0,8.95,31.75,0,0,6.72,4.8,16.45,6.68,5.2,"less_25",40.6987,11.6,23.7,5.9,34.3,10.3,6.8,16.6,11.8,0.4359,0.2,0.6225,0.5024
"Caldwell",309,4695,0,8.16,29,0,0,85.53,4.13,2.78,12.11,3.8,"less_25",44.6923,6.9,21.4,4,39.8,10.7,7.7,17.2,14.4,0.0437,1,0.4615,0.6255
"Caldwell",310,3226,0,7.98,25.01,0,0,88.98,4.17,24.12,0.3,4.4,"less_25",38.348,11.2,16,9.2,36.6,9.7,8.2,14.5,12.7,0.0394,0.6,0.5285,0.4516
"Caldwell",311,4252,0,8.41,27.74,0,0,0.13,3.92,7.74,9.95,8.8,"less_25",33.491,9.6,22.7,4.5,36.7,10,7.9,15,12.6,0.124,0.6,0.5235,0.4964
"Caldwell",312.01,4500,0,8.81,29.88,1.75,0,0,4.21,23.53,6.57,6,"less_25",38.5556,11.2,23.7,2.9,37,10.3,7.7,16.4,13.3,0.2922,0.8,0.5179,0.6726
"Caldwell",312.02,4387,0,9,32.7,10.34,0,0.02,5.58,30.77,10.18,4.9,"less_25",42.1488,10.3,22.7,4,34.2,10.2,6.9,16,11.9,0.5386,0.2,0.5157,0.5002
"Caldwell",313,8912,0.33,9.36,33.18,0,0,5.75,5.38,18.28,9.74,9,"less_25",25.1296,12.4,16,8.9,32.1,9.4,7,13.8,10.3,0.5944,0,0.4965,0.4084
"Caldwell",314.01,3423,0.33,9.24,33.35,0,0,2.32,5.75,2.17,0.06,3.3,"less_25",30.0146,6.3,17.8,4.3,34.3,9.9,7.4,15.3,11.4,0.5026,0,0.318,0.2487
"Caldwell",314.02,3357,0.33,9.41,33.79,0,0,4.25,7.22,62.14,2.18,13.3,"less_25",34.1456,11.8,20.3,2.9,34.1,9.5,7.3,14.4,10.3,0.7943,0,0.7229,0.631
"Caldwell",314.03,2531,0.33,9.22,33.94,0,0,34,8.75,92.32,12.51,22.3,"less_25",56.5164,17.8,28.3,10.3,35.7,11,7,18.1,13.4,0.6748,0.8,0.8932,0.9241
"Camden",9501.01,5724,0.33,7.58,24.29,0,0,37.5,4.17,17.62,4.89,20.2,"less_25",29.8043,6.5,9.2,7.1,33.9,9.8,6.7,14.4,11.3,0.1639,0,0.4989,0.1652
"Camden",9501.02,4827,0.33,7.27,23.56,0,0,30.42,3.29,6.8,15.56,18.7,"less_25",31.6138,8.7,18.7,8.1,34.8,9.7,7.4,14.1,11.4,0.1585,0,0.6873,0.2626
"Carteret",9701.01,959,0,6.71,18.22,0,0,79.89,4.5,0,39.76,1.6,"less_25",36.3322,14.3,21,1.3,46.2,9.5,11,14.1,16,0.0073,0.6,0.7051,0.5308
"Carteret",9701.02,2394,0,6.84,20.22,0,0,17.48,3.33,0,65.75,4.8,"less_25",24.5275,10.2,11,5.8,39.4,9.7,8.8,14.2,13.6,0.0362,0.6,0.3794,0.364
"Carteret",9701.03,2743,0,6.77,18.92,0,0,0,4.83,0,72.01,0.8,"less_25",32.8472,16.8,9.9,10.8,38.7,10.3,7.9,16.4,14.4,0.0297,0.8,0.4422,0.5095
"Carteret",9702,1260,0,6.73,18.18,0,0,0,6.67,0,69.74,4.7,"less_25",37.4603,12.1,15,5,44.4,10,9.6,14.7,15.8,0.015,0.6,0.613,0.4847
"Carteret",9703.01,4578,0,6.95,20.91,0,0,4.69,4.67,0,31.6,19,"less_25",27.6741,15.6,12.4,4.1,38.5,9.8,8,13.8,13,0.1011,0.6,0.5187,0.48
"Carteret",9703.02,1174,0,6.88,20.32,0,0,0,7.25,0,88.72,38.2,"btwn_25_50",42.6746,15,11.2,5.7,44.4,10.3,8.4,14.8,15.5,0.3243,0.6,0.8208,0.7288
"Carteret",9703.03,1037,0,6.87,20.03,0,0,27.39,8.67,0,80.96,20.8,"less_25",32.1476,11.9,7.7,8,36.6,9.2,8.2,12.9,12.3,0.3117,0.6,0.736,0.6883
"Carteret",9703.04,2209,0,6.83,19.39,0,0,0,8.78,0,81.56,17.2,"less_25",43.2322,7.4,8.7,5.9,39,9.9,8.6,14.5,14.5,0.1122,0.6,0.5727,0.5161
"Carteret",9704.01,1591,0,6.98,21.69,0,0,0,8.67,0,75.78,23.6,"less_25",49.3333,23.3,20,5.3,39.4,9.9,8.8,14.7,12.9,0.0572,0.6,0.9735,0.6812
"Carteret",9704.02,1315,0,6.94,21.44,0,0,0,11.33,0,87.79,28.5,"btwn_25_50",52.0963,10.5,9.3,14.2,41.7,10.7,7,16.6,15.5,0.2203,0.8,0.8268,0.7664
"Carteret",9704.03,1230,0,6.95,21.57,0,0,5.52,9.39,0.05,73.27,4.6,"less_25",25.0874,2.8,7.6,3.4,37.6,8.3,10.2,10.7,11.3,0.1896,0.4,0.4533,0.3802
"Carteret",9705.01,3073,0,7.06,23.98,0,0,79.92,8.25,61.64,55.87,28.6,"btwn_25_50",44.6675,9.3,7.6,4.5,36.4,10.3,7,16.2,13.3,0.1319,0.6,0.8102,0.6423
"Carteret",9705.02,2379,0,6.99,21.43,0,0,51.68,4.17,0,88.82,5.4,"less_25",15.4687,8,2.9,3.5,35.2,8.6,8.7,11.4,10.9,0.0322,0.4,0.1223,0.1158
