"Song","Artist","Date","Number_one_weeks","Overall.Rating","Genre","Length","Artist.Male","Artist.White","Artist.Black","Age","BPM","Energy","Danceability","Happiness","Loudness","Key","Explicit"
"Head to Toe","Lisa Lisa & Cult Jam","20-Jun-87",1,3.33,"Pop",241,2,0,2,20,114,51,88,84,-11,"Bm",0
"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","27-Jul-87",2,8.67,"Electronic/Dance",291,0,0,1,23,119,82,71,87,-9,"Gb",0
"Alone","Heart","11-Jul-87",3,5.67,"Rock",219,2,1,0,35,175,45,42,17,-13,"Db",0
"Shakedown","Bob Seger","1-Aug-87",1,4,"Rock",241,1,1,0,42,171,94,57,50,-5,"E",0
"I Still Haven't Found What I'm Looking For","U2","8-Aug-87",2,10,"Rock",277,1,1,0,27,101,77,56,66,-9,"Db",0
"Who's That Girl","Madonna","22-Aug-87",1,2.67,"Electronic/Dance",239,0,1,0,29,104,65,62,83,-14,"Am",0
"La Bamba","Los Lobos","29-Aug-87",3,6.33,"Rock",174,1,0,0,32,156,76,51,87,-12,"C",0
"I Just Can't Stop Loving You","Michael Jackson & Siedah Garrett","19-Sep-87",1,4.67,"Pop",251,2,0,1,28,100,47,66,28,-9,"C",0
"Didn't We Almost Have It All","Whitney Houston","26-Sep-87",2,5,"Pop",278,0,0,1,24,131,62,55,27,-5,"Multiple Keys",0
"Here I Go Again","Whitesnake","10-Oct-87",1,6.33,"Rock",275,1,1,0,36,90,85,38,27,-6,"G",0
"Lost in Emotion","Lisa Lisa & Cult Jam","17-Oct-87",1,3.67,"Pop",289,2,0,2,20,120,78,81,96,-10,"C",0
"Bad","Michael Jackson","24-Oct-87",2,6.33,"Electronic/Dance",247,1,0,1,29,114,89,79,39,-4,"Multiple Keys",0
"I Think We're Alone Now","Tiffany","7-Nov-87",2,5.33,"Pop;Electronic/Dance",228,0,1,0,16,131,72,75,94,-12,"D",0
"Mony Mony","Billy Idol","21-Nov-87",1,6.33,"Rock",246,1,1,0,31,142,82,54,51,-12,"F",0
"(I've Had) The Time of My Life","Bill Medley & Jennifer Warnes","28-Nov-87",1,6.33,"Pop",290,2,1,0,44,109,67,70,49,-13,"E",0
"Heaven Is a Place on Earth","Belinda Carlisle","5-Dec-87",1,6,"Rock",247,0,1,0,29,123,81,64,80,-10,"E",0
"Faith","George Michael","12-Dec-87",4,8,"Pop",194,1,1,0,24,96,48,89,61,-12,"B",0
"So Emotional","Whitney Houston","9-Jan-88",1,5.33,"Electronic/Dance",276,0,0,1,24,119,79,70,80,-10,"Bm",0
"Got My Mind Set On You","George Harrison","16-Jan-88",1,5.67,"Rock",234,1,1,0,47,149,85,77,96,-7,"E",0
"The Way You Make Me Feel","Michael Jackson","23-Jan-88",1,6.67,"Electronic/Dance;Funk/Soul",266,1,0,1,29,172,81,74,50,-6,"E",0
"Need You Tonight","INXS","30-Jan-88",1,5.33,"Rock",181,1,1,0,28,109,72,80,88,-5,"Cm",0
"Could've Been","Tiffany","6-Feb-88",2,6,"Rock",213,0,1,0,16,99,24,47,14,-16,"Db",0
"Seasons Change","Exposé","20-Feb-88",1,3,"Pop",256,0,1,0,23,174,62,60,74,-11,"Am",0
"Father Figure","George Michael","27-Feb-88",2,5,"Funk/Soul",340,1,1,0,24,102,33,69,28,-13,"Abm",0
"Never Gonna Give You Up","Rick Astley","12-Mar-88",2,4.33,"Electronic/Dance",213,1,1,0,22,113,94,73,92,-12,"Db",0
"Man in the Mirror","Michael Jackson","26-Mar-88",2,7.33,"Funk/Soul",318,1,0,1,29,100,81,81,27,-5,"G",0
"Get Outta My Dreams, Get Into My Car","Billy Ocean","9-Apr-88",2,4,"Pop",284,1,0,1,38,117,91,67,92,-6,"Multiple Keys",0
"Where Do Broken Hearts Go","Whitney Houston","23-Apr-88",2,5.67,"Pop",277,0,0,1,24,62,39,46,25,-12,"D",0
"Wishing Well","Terence Trent D'Arby","7-May-88",1,5.33,"Rock;Funk/Soul",210,1,0,1,26,105,46,86,83,-13,"Bb",0
"Anything for You","Gloria Estefan & Miami Sound Machine","14-May-88",2,7,"Pop",243,2,0,0,30,144,43,57,21,-14,"Gb",0
"One More Try","George Michael","28-May-88",3,6.67,"Funk/Soul",353,1,1,0,24,71,31,23,12,-11,"F",0
"Together Forever","Rick Astley","18-Jun-88",1,3,"Electronic/Dance",201,1,1,0,22,115,95,67,89,-5,"D",0
"Foolish Beat","Debbie Gibson","25-Jun-88",1,3.67,"Rock",202,0,1,0,17,78,44,54,34,-11,"Bbm",0
"Dirty Diana","Michael Jackson","2-Jul-88",1,6,"Rock",280,1,0,1,29,131,80,75,37,-5,"Gm",0
"The Flame","Cheap Trick","9-Jul-88",2,6.67,"Rock",281,1,1,0,35,97,62,63,30,-9,"E",0
"Hold On to the Nights","Richard Marx","23-Jul-88",1,4.67,"Pop",316,1,1,0,24,145,21,35,18,-15,"Eb",0
"Roll With It","Steve Winwood","30-Jul-88",4,7,"Funk/Soul;Rock",279,1,1,0,40,117,87,75,96,-7,"G",0
"Monkey","George Michael","27-Aug-88",2,4.33,"Electronic/Dance",289,1,1,0,25,98,96,54,82,-7,"Gbm",0
"Sweet Child O' Mine","Guns N' Roses","10-Sep-88",2,9.33,"Rock",356,1,2,2,26,125,95,45,62,-5,"Gb",0
"Don't Worry, Be Happy","Bobby McFerrin","24-Sep-88",2,6,"Reggae",294,1,0,1,38,69,17,68,75,-23,"B",0
"Love Bites","Def Leppard","8-Oct-88",1,4.67,"Rock",346,1,1,0,39,130,74,59,41,-7,"Dm",1
"Red Red Wine","UB40","15-Oct-88",1,4.67,"Reggae",183,1,2,2,31,89,47,86,84,-9,"Db",0
"A Groovy Kind of Love","Phil Collins","22-Oct-88",2,5.33,"Pop",210,1,1,0,37,144,31,45,18,-10,"G",0
"Kokomo","The Beach Boys","5-Nov-88",1,6.67,"Pop",217,1,1,0,47,116,57,68,94,-12,"C",0
"Wild Wild West","The Escape Club","12-Nov-88",1,4.67,"Rock",244,1,1,0,30,139,91,72,96,-6,"E",0
"Bad Medicine","Bon Jovi","19-Nov-88",2,4,"Rock",238,1,1,0,26,119,97,56,81,-4,"Em",0
"Baby, I Love Your Way / Freebird Medley","Will to Power","3-Dec-88",1,2.67,"Pop",247,2,2,2,28,151,44,62,48,-12,"G",0
"Look Away","Chicago","10-Dec-88",2,5,"Rock",240,1,1,0,41,173,56,39,19,-7,"A",0
"Every Rose Has Its Thorn","Poison","24-Dec-88",3,6.67,"Rock",260,1,1,0,25,140,64,53,29,-6,"Gb",0
"My Prerogative","Bobby Brown","14-Jan-89",1,7,"Electronic/Dance",271,1,0,1,19,110,75,72,63,-6,"Am",1
"Two Hearts","Phil Collins","21-Jan-89",2,6.33,"Pop",204,1,1,0,37,156,91,58,71,-2,"Multiple Keys",0
"When I'm With You","Sheriff","4-Feb-89",1,6.67,"Rock",233,1,1,0,26,136,32,25,12,-11,"A",0
"Straight Up","Paula Abdul","11-Feb-89",3,4,"Electronic/Dance",231,0,1,0,26,96,97,75,72,-3,"Dm",0
"Lost in Your Eyes","Debbie Gibson","4-Mar-89",3,5,"Pop",213,0,1,0,18,144,61,48,24,-7,"C",0
"The Living Years","Mike & the Mechanics","25-Mar-89",1,7.67,"Rock",330,1,1,0,38,98,42,52,31,-13,"Ab",0
"Eternal Flame","The Bangles","1-Apr-89",1,6.67,"Pop",238,0,1,0,30,79,36,53,40,-7,"G",0
"The Look","Roxette","8-Apr-89",1,5.33,"Rock",237,2,1,0,30,95,84,63,54,-5,"A",0
"She Drives Me Crazy","Fine Young Cannibals","15-Apr-89",1,7,"Rock",215,1,2,2,27,109,69,80,96,-6,"D",0
"Like a Prayer","Madonna","22-Apr-89",3,9.67,"Funk/Soul;Pop",340,0,1,0,30,111,84,62,26,-5,"F",0
"I'll Be There for You","Bon Jovi","13-May-89",1,5,"Rock",346,1,1,0,29,73,73,44,23,-5,"D",0
"Forever Your Girl","Paula Abdul","20-May-89",2,4.67,"Electronic/Dance",300,0,1,0,26,120,89,70,75,-8,"D",0
"Rock On","Michael Damian","3-Jun-89",1,2.33,"Rock",202,1,1,0,27,NA,NA,NA,NA,NA,"Dbm",0
"Wind Beneath My Wings","Bette Midler","10-Jun-89",1,7,"Pop",293,0,1,0,43,124,46,51,18,-8,"Bb",0
"I'll Be Loving You (Forever)","New Kids on the Block","17-Jun-89",1,4.67,"Pop",263,1,1,0,19,135,28,60,30,-17,"Multiple Keys",0
"Satisfied","Richard Marx","24-Jun-89",1,6,"Rock",254,1,1,0,25,109,91,57,84,-8,"Eb",0
"Baby Don't Forget My Number","Milli Vanilli","1-Jul-89",1,4.33,"Electronic/Dance",249,1,0,1,24,100,65,85,85,-13,"E",0
"Good Thing","Fine Young Cannibals","8-Jul-89",1,5,"Pop",202,1,2,2,28,165,59,75,89,-10,"D",0
"If You Don't Know Me By Now","Simply Red","15-Jul-89",1,7,"Funk/Soul",204,1,1,0,29,94,35,64,20,-9,"Multiple Keys",0
"Toy Soldiers","Martika","22-Jul-89",2,5.67,"Rock",260,0,1,0,20,130,44,54,19,-14,"Dbm",0
"Batdance","Prince","5-Aug-89",1,5.33,"Funk/Soul;Rock",247,1,0,1,31,110,68,68,47,-9,"Multiple Keys",1
"Right Here Waiting","Richard Marx","12-Aug-89",3,6,"Pop",264,1,1,0,25,89,25,40,13,-14,"C",0
"Cold Hearted","Paula Abdul","2-Sep-89",1,4,"Electronic/Dance",231,0,1,0,27,122,68,88,72,-9,"Gm",0
"Hangin' Tough","New Kids on the Block","9-Sep-89",1,3.33,"Rock",231,1,1,0,20,92,70,75,62,-6,"Dbm",0
"Don't Wanna Lose You","Gloria Estefan","16-Sep-89",1,6.33,"Pop",250,0,0,0,32,82,36,55,47,-14,"F",0
"Girl I'm Gonna Miss You","Milli Vanilli","23-Sep-89",2,4.67,"Funk/Soul",238,1,0,1,24,76,27,71,76,-19,"A",0
"Miss You Much","Janet Jackson","7-Oct-89",4,6,"Funk/Soul",252,0,0,1,23,115,98,70,65,-8,"Abm",0
"Listen to Your Heart","Roxette","4-Nov-89",1,6,"Rock",315,2,1,0,31,172,60,40,33,-6,"Multiple Keys",0
"When I See You Smile","Bad English","11-Nov-89",2,5.33,"Rock",257,1,1,0,37,136,61,50,33,-10,"G",0
"Blame it On the Rain","Milli Vanilli","25-Nov-89",2,4.33,"Electronic/Dance",248,1,0,0,24,98,83,76,51,-6,"Bb",0
"We Didn't Start the Fire","Billy Joel","9-Dec-89",2,5.67,"Rock",245,1,1,0,40,145,97,71,89,-5,"G",0
"Another Day in Paradise","Phil Collins","23-Dec-89",4,5.67,"Rock",289,1,1,0,39,102,56,78,37,-7,"Gbm",0
"How Am I Supposed to Live Without You","Michael Bolton","20-Jan-90",3,4.67,"Pop",245,1,1,0,36,140,60,53,21,-6,"Bb",0
"Opposites Attract","Paula Abdul & Wild Pair","10-Feb-90",3,3.33,"Funk/Soul",230,2,2,2,27,117,88,95,87,-9,"Bb",0
"Escapade","Janet Jackson","3-Mar-90",3,4.33,"Funk/Soul",283,0,0,1,23,115,95,81,70,-7,"Ab",0
"Black Velvet","Alannah Myles","24-Mar-90",2,5,"Blues",287,0,1,0,31,91,37,75,47,-10,"Ebm",0
"Love Will Lead You Back","Taylor Dayne","7-Apr-90",1,4.33,"Pop",277,0,1,0,28,73,51,55,20,-7,"Ab",0
"I'll Be Your Everything","Tommy Page","14-Apr-90",1,2.67,"Pop",244,1,1,0,20,144,52,50,28,-9,"F",0
"Nothing Compares 2 U","Sinead O'Connor","21-Apr-90",4,6,"Pop",280,0,1,0,23,120,57,51,16,-7,"F",0
"Vogue","Madonna","19-May-90",3,7.33,"Electronic/Dance",289,0,1,0,31,116,82,69,28,-10,"Ab",0
"Hold On","Wilson Phillips","9-Jun-90",1,5.33,"Pop",221,0,1,0,21,98,67,69,57,-9,"F",0
"It Must Have Been Love","Roxette","16-Jun-90",2,6,"Pop",258,2,1,0,32,81,65,52,72,-7,"F",0
"Step by Step","New Kids on the Block","30-Jun-90",3,2,"Funk/Soul",267,1,1,0,20,125,63,79,88,-12,"Em",0
"She Ain't Worth It","Glenn Medeiros ft. Bobby Brown","21-Jul-90",2,3,"Funk/Soul",218,1,2,2,20,102,88,78,91,-8,"Gm",0
"Vision of Love","Mariah Carey","4-Aug-90",4,5.67,"Funk/Soul",209,0,0,1,21,103,46,26,35,-11,"F",0
"If Wishes Came True","Sweet Sensation","1-Sep-90",1,3,"Rock",315,0,0,0,NA,144,45,49,19,-11,"Bb",0
"Blaze of Glory","Jon Bon Jovi","8-Sep-90",1,4,"Rock;Folk/Country",340,1,1,0,28,79,62,55,43,-10,"Dm",0
"Release Me","Wilson Phillips","15-Sep-90",2,6,"Pop",231,0,1,0,21,97,48,73,46,-11,"C",0
"(Can't Live Without Your) Love and Affection","Nelson","29-Sep-90",1,6,"Rock",244,1,1,0,33,121,90,54,83,-6,"Db",0
"Close to You","Maxi Priest","6-Oct-90",1,4.67,"Funk/Soul",243,1,0,1,29,96,44,76,84,-15,"Ebm",0
"Praying For Time","George Michael","13-Oct-90",1,4,"Pop",281,1,1,0,27,128,80,57,21,-8,"Bb",0
"I Don't Have the Heart","James Ingram","20-Oct-90",1,4.33,"Pop",253,1,0,1,38,89,42,49,33,-8,"D",0
"Black Cat","Janet Jackson","27-Oct-90",1,5.33,"Rock",290,0,0,1,24,115,91,70,67,-7,"Em",1
"Ice Ice Baby","Vanilla Ice","3-Nov-90",1,3.33,"Hip Hop",270,1,1,0,23,116,76,98,70,-9,"Dm",1
"Love Takes Time","Mariah Carey","10-Nov-90",3,5.33,"Pop",229,0,0,1,20,126,34,40,23,-12,"B",0
"I'm Your Baby Tonight","Whitney Houston","1-Dec-90",1,5.33,"Funk/Soul",299,0,0,1,27,165,90,67,87,-8,"Abm",0
"Because I Love You (The Postman Song)","Stevie B","8-Dec-90",4,2.33,"Pop",246,1,0,1,32,115,42,33,7,-8,"Db",0
"Justify My Love","Madonna","5-Jan-91",2,3.67,"Electronic/Dance",296,0,1,0,32,100,82,70,46,-7,"Gbm",1
"Love Will Never Do (Without You)","Janet Jackson","19-Jan-91",1,5.67,"Funk/Soul",273,0,0,1,24,103,92,74,63,-10,"Ab",0
"The First Time","Surface","26-Jan-91",2,3.33,"Pop",255,1,0,1,27,126,38,64,12,-11,"Multiple Keys",0
"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory ft. Freedom Williams","9-Feb-91",2,4.67,"Electronic/Dance",244,2,0,1,37,112,80,56,79,-7,"Bb",0
"All the Man that I Need","Whitney Houston","23-Feb-91",2,5.33,"Funk/Soul",251,0,0,1,27,151,57,50,25,-10,"Fm",0
"Someday","Mariah Carey","9-Mar-91",2,6,"Funk/Soul",246,0,0,1,20,110,82,68,94,-9,"Dbm",0
"One More Try","Timmy T","23-Mar-91",1,2.33,"Funk/Soul",209,1,0,0,23,150,57,64,50,-9,"A",0
"Coming Out of the Dark","Gloria Estefan","30-Mar-91",2,6.33,"Pop;Funk/Soul",242,0,0,0,33,132,43,64,47,-12,"E",0
"I've Been Thinking About You","Londonbeat","13-Apr-91",1,4.33,"Electronic/Dance",230,1,2,2,49,114,91,62,92,-5,"Bm",0
"You're in Love","Wilson Phillips","20-Apr-91",1,5.33,"Pop",247,0,1,0,22,102,58,72,48,-11,"Multiple Keys",0
"Baby Baby","Amy Grant","27-Apr-91",2,5.67,"Pop",244,0,1,0,30,98,90,70,92,-4,"Gb",0
"Joyride","Roxette","11-May-91",1,6,"Rock",241,2,1,0,32,102,74,65,62,-6,"A",0
"I Like The Way (Kissing Game)","Hi-Five","18-May-91",1,5.67,"Funk/Soul",270,1,0,1,15,104,69,72,73,-5,"Db",0
"I Don't Wanna Cry","Mariah Carey","25-May-91",2,5.67,"Funk/Soul",288,0,0,1,21,131,50,64,28,-12,"A",0
"More Than Words","Extreme","8-Jun-91",1,8.33,"Pop;Rock",238,1,1,0,29,92,22,63,39,-11,"Gb",0
"Rush Rush","Paula Abdul","15-Jun-91",5,4.67,"Funk/Soul",298,0,1,0,28,90,64,52,26,-5,"E",0
"Unbelievable","EMF","20-Jul-91",1,6.67,"Rock",209,1,1,0,NA,104,85,64,94,-7,"Ab",1
"(Everything I Do) I Do It For You","Bryan Adams","27-Jul-91",7,4.33,"Rock",250,1,1,0,31,131,44,53,29,-7,"Db",0
"The Promise of a New Day","Paula Abdul","14-Sep-91",1,5,"Pop",272,0,1,0,29,120,82,75,90,-9,"Db",0
"I Adore Mi Amor","Color Me Badd","21-Sep-91",2,4.67,"Funk/Soul",289,1,2,2,21,92,48,68,73,-10,"Ebm",0
"Good Vibrations","Marky Mark & the Funky Bunch ft. Loleatta Holloway","5-Oct-91",1,7.33,"Electronic/Dance;Hip Hop",269,1,2,2,20,122,95,71,90,-8,"Db",1
"Emotions","Mariah Carey","12-Oct-91",3,7,"Funk/Soul",248,0,0,1,22,115,75,74,94,-7,"Am",0
"Romantic","Karyn White","2-Nov-91",1,4.33,"Funk/Soul",247,0,0,1,26,110,94,68,82,-8,"Dbm",0
"Cream","Prince & the New Power Generation","9-Nov-91",2,7.33,"Rock",253,1,0,1,33,116,60,86,85,-8,"Bbm",0
"When a Man Loves a Woman","Michael Bolton","23-Nov-91",1,5,"Funk/Soul",231,1,1,0,38,165,36,48,24,-11,"Db",0
"Set Adrift on Memory Bliss","P.M. Dawn","30-Nov-91",1,6.33,"Hip Hop",235,1,0,1,21,100,70,80,48,-9,"G",1
"Black or White","Michael Jackson","7-Dec-91",7,8,"Rock",202,1,0,1,33,115,89,74,96,-4,"E",0
"All 4 Love","Color Me Badd","25-Jan-92",1,6.67,"Pop",211,1,2,2,21,106,75,81,80,-8,"D",0
"Don't Let the Sun Go Down on Me","George Michael & Elton John","1-Feb-92",1,8,"Rock",346,1,1,0,36,136,55,43,25,-8,"C",0
"I'm Too Sexy","Right Said Fred","8-Feb-92",3,3.67,"Electronic/Dance",170,1,1,0,33,122,74,68,84,-13,"E",0
"To Be With You","Mr. Big","29-Feb-92",3,6.33,"Rock",207,1,1,0,31,84,38,69,45,-10,"Multiple Keys",0
"Save the Best for Last","Vanessa Williams","21-Mar-92",5,4.33,"Pop",218,0,0,1,29,96,23,53,19,-16,"Eb",0
"Jump","Kris Kross","25-Apr-92",8,7,"Hip Hop",193,1,0,1,13,102,86,73,47,-7,"Bm",0
"I'll Be There","Mariah Carey","20-Jun-92",2,6,"Funk/Soul",264,0,0,1,23,82,51,40,28,-9,"F",0
"Baby Got Back","Sir Mix-a-Lot","4-Jul-92",5,4,"Hip Hop",262,1,0,1,28,128,67,93,64,-11,"Cm",1
"This Used to Be My Playground","Madonna","8-Aug-92",1,3,"Pop",310,0,1,0,33,76,31,50,7,-12,"Gm",0
"End of the Road","Boyz II Men","15-Aug-92",13,8.33,"Funk/Soul",254,1,0,1,20,150,43,64,53,-9,"Eb",0
"How Do You Talk to an Angel","The Heights","14-Nov-92",2,4.67,"Rock",227,2,2,2,23,81,51,40,53,-11,"A",0
"I Will Always Love You","Whitney Houston","28-Nov-92",14,10,"Pop",271,0,0,1,29,67,21,31,11,-13,"A",0
"A Whole New World","Peabo Bryson & Regina Belle","6-Mar-93",1,7,"Pop",243,2,0,1,35,108,40,52,13,-7,"Multiple Keys",0
"Informer","Snow","13-Mar-93",7,1.33,"Hip Hop",268,1,1,0,23,98,74,76,48,-11,"Gbm",0
"Freak Me","Silk","1-May-93",2,5.33,"Funk/Soul",274,1,0,1,NA,134,61,70,73,-11,"Em",1
"That's the Way Love Goes","Janet Jackson","15-May-93",8,7.67,"Funk/Soul",265,0,0,1,26,98,70,70,58,-7,"Bb",1
"Weak","SWV","10-Jul-93",2,6.33,"Funk/Soul",291,0,0,1,NA,128,53,69,57,-11,"Dm",0
"(I Can't Help) Falling in Love With You","UB40","24-Jul-93",7,4.33,"Pop;Reggae",207,1,2,2,34,172,72,64,84,-13,"D",0
"Dreamlover","Mariah Carey","11-Sep-93",8,6.33,"Funk/Soul",232,0,0,1,24,101,70,70,71,-6,"F",0
"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf","6-Nov-93",5,7.67,"Rock",316,1,1,0,46,105,67,42,30,-6,"D",1
"Again","Janet Jackson","11-Dec-93",2,5.33,"Pop",227,0,0,1,27,130,29,36,19,-10,"C",0
"Hero","Mariah Carey","25-Dec-93",4,6.67,"Pop",257,0,0,1,24,120,38,50,18,-9,"Multiple Keys",0
"All For Love","Bryan Adams, Rod Stewart, & Sting","22-Jan-94",3,4.67,"Rock",283,1,1,0,42,75,44,51,14,-11,"D",0
"The Power of Love","Céline Dion","12-Feb-94",4,6.33,"Pop",286,0,1,0,25,140,52,54,24,-9,"Ab",0
"The Sign","Ace of Base","12-Mar-94",6,5.67,"Pop;Reggae",191,2,1,0,23,97,79,81,90,-7,"Multiple Keys",0
"Bump n' Grind","R. Kelly","9-Apr-94",4,6.67,"Funk/Soul",256,1,0,1,27,65,48,62,68,-8,"E",1
"I Swear","All-4-One","21-May-94",11,4.33,"Pop",259,1,2,2,21,83,41,53,23,-10,"D",0
"Stay (I Missed You)","Lisa Loeb & Nine Stories","6-Aug-94",3,7.33,"Rock",184,0,1,0,26,80,61,67,38,-7,"Db",0
"I'll Make Love to You","Boyz II Men","27-Aug-94",14,6,"Funk/Soul",236,1,0,1,22,143,50,57,20,-8,"D",1
"On Bended Knee","Boyz II Men","3-Dec-94",6,8,"Funk/Soul",329,1,0,1,22,117,52,63,18,-8,"Eb",0
"Here Comes the Hotstepper","Ini Kamoze","17-Dec-94",2,5.33,"Hip Hop",253,1,0,1,37,100,46,88,45,-9,"Bm",1
"Creep","TLC","28-Jan-95",4,7.67,"Hip Hop",266,0,0,1,24,93,50,81,78,-8,"Cm",0
"Take a Bow","Madonna","25-Feb-95",7,5,"Pop",320,0,1,0,36,80,41,55,32,-8,"Ab",0
"This Is How We Do It","Montell Jordan","15-Apr-95",7,6.33,"Hip Hop",237,1,0,1,26,104,70,79,79,-7,"Fm",0
"Have You Ever Really Loved a Woman?","Bryan Adams","3-Jun-95",5,4,"Rock",291,1,1,0,35,146,48,57,36,-10,"G",0
"Waterfalls","TLC","8-Jul-95",7,8.67,"Hip Hop",279,0,0,1,25,172,50,77,76,-7,"Eb",0
"Kiss From a Rose","Seal","26-Aug-95",1,5.67,"Pop",214,1,0,1,32,132,53,58,22,-7,"Multiple Keys",0
"You Are Not Alone","Michael Jackson","2-Sep-95",1,4,"Funk/Soul",346,1,0,1,37,120,40,65,26,-9,"Multiple Keys",0
"Gangsta's Paradise","Coolio ft. LV","9-Sep-95",3,6.67,"Hip Hop",240,1,0,1,32,80,51,65,39,-10,"Cm",0
"Fantasy","Mariah Carey","30-Sep-95",8,8.33,"Funk/Soul",243,0,0,1,26,102,73,67,81,-8,"G",0
"Exhale (Shoop Shoop)","Whitney Houston","25-Nov-95",1,4,"Funk/Soul",204,0,0,1,32,138,39,66,11,-9,"Db",0
"One Sweet Day","Mariah Carey & Boyz II Men","2-Dec-95",16,7,"Pop",281,2,0,1,32,128,50,57,30,-9,"Multiple Keys",0
"Because You Loved Me","Céline Dion","23-Mar-96",6,6,"Pop",274,1,1,0,27,120,47,62,18,-10,"Db",0
"Always Be My Baby","Mariah Carey","4-May-96",2,8.67,"Funk/Soul",258,0,0,1,27,79,53,65,49,-8,"E",0
"Tha Crossroads","Bone Thugs-N-Harmony","18-May-96",8,5.33,"Hip Hop",223,1,0,1,21,144,51,68,53,-7,"E",1
"How Do U Want It","2Pac ft. K-Ci & Jojo","13-Jul-96",2,5.67,"Hip Hop",239,1,0,1,24,92,79,87,56,-4,"Bbm",1
"You're Makin' Me High","Toni Braxton","27-Jul-96",1,5.33,"Funk/Soul",246,0,0,1,28,92,63,85,86,-7,"Bbm",1
"Macarena (Bayside Boys Mix)","Los del Río","3-Aug-96",14,5,"Electronic/Dance;Latin",251,1,0,0,48,103,93,74,96,-6,"Ab",0
"No Diggity","BLACKstreet ft. Dr. Dre","9-Nov-96",4,7.33,"Hip Hop",306,2,0,1,29,89,64,85,69,-5,"Gbm",1
"Un-Break My Heart","Toni Braxton","7-Dec-96",11,6.33,"Funk/Soul",270,0,0,1,29,110,43,62,11,-8,"Multiple Keys",0
"Wannabe","Spice Girls","22-Feb-97",4,7.67,"Pop",173,0,2,2,22,110,86,77,89,-6,"B",0
"Can't Nobody Hold Me Down","Puff Daddy ft. Mase","22-Mar-97",6,5.67,"Hip Hop",231,1,0,1,27,94,77,93,68,-6,"Gm",1
"Hypnotize","The Notorious B.I.G.","3-May-97",3,9,"Hip Hop",230,1,0,1,24,94,69,89,63,-4,"Em",1
"MMMBop","Hanson","24-May-97",3,5.67,"Pop",238,1,1,0,14,105,94,69,67,-7,"A",0
"I'll Be Missing You","Puff Daddy, Faith Evans, & 112","14-Jun-97",11,6.67,"Hip Hop",300,2,0,1,26,110,48,86,93,-9,"G",1
"Mo Money Mo Problems","The Notorious B.I.G. ft. Puff Daddy & Mase","30-Aug-97",2,9.33,"Hip Hop",257,1,0,1,25,105,88,85,90,-5,"Dbm",1
"Honey","Mariah Carey","13-Sep-97",3,7,"Hip Hop",299,0,0,1,28,96,82,69,68,-7,"Cm",0
"4 Seasons of Loneliness","Boyz II Men","4-Oct-97",1,5.33,"Funk/Soul",292,1,0,1,25,98,49,58,19,-10,"Db",0
"Candle in the Wind 1997","Elton John","11-Oct-97",14,6.33,"Pop",250,1,1,0,50,126,31,45,37,-8,"E",0
"Truly Madly Deeply","Savage Garden","17-Jan-98",2,4.33,"Funk/Soul",277,1,1,0,25,168,70,56,82,-9,"C",0
"Together Again","Janet Jackson","31-Jan-98",2,7.33,"Electronic/Dance",301,0,0,1,31,123,59,87,50,-9,"C",0
"Nice & Slow","Usher","14-Feb-98",2,6,"Funk/Soul",227,1,0,1,19,122,30,82,51,-12,"Fm",1
"My Heart Will Go On","Céline Dion","28-Feb-98",2,6,"Pop",280,0,1,0,29,99,28,43,4,-12,"Multiple Keys",0
"Gettin' Jiggy wit It","Will Smith","14-Mar-98",3,5.33,"Hip Hop",227,1,0,1,29,108,87,88,86,-5,"Gb",0
"All My Life","K-Ci & JoJo","4-Apr-98",3,6.33,"Funk/Soul",221,1,0,1,27,128,63,64,40,-6,"Db",0
"Too Close","Next","25-Apr-98",5,7,"Funk/Soul",259,1,0,1,21,100,40,85,75,-10,"D",1
"My All","Mariah Carey","23-May-98",1,6,"Pop",230,0,0,1,28,108,32,61,11,-10,"Gm",0
"The Boy is Mine","Brandy & Monica","6-Jun-98",13,7.33,"Funk/Soul",240,0,0,1,18,93,67,69,69,-7,"Dbm",0
"I Don't Want to Miss a Thing","Aerosmith","5-Sep-98",4,5.33,"Rock",298,1,1,0,50,121,66,38,14,-5,"D",0
"The First Night","Monica","3-Oct-98",5,6.33,"Funk/Soul",235,0,0,1,17,152,77,67,91,-9,"Ebm",0
"One Week","Barenaked Ladies","17-Oct-98",1,4.67,"Rock",229,1,1,0,27,113,90,70,73,-6,"A",0
"Doo Wop (That Thing)","Lauryn Hill","14-Nov-98",2,9,"Funk/Soul",240,0,0,1,23,100,56,80,63,-9,"Am",0
"Lately","Divine","28-Nov-98",1,5.33,"Funk/Soul",268,0,0,1,NA,NA,NA,NA,NA,NA,"A",0
"I'm Your Angel","R. Kelly & Céline Dion","5-Dec-98",6,3.67,"Pop",332,2,2,2,31,113,50,62,27,-7,"C",0
"Have You Ever?","Brandy","16-Jan-99",2,5.67,"Pop",273,0,0,1,19,134,53,70,28,-6,"A",0
"…Baby One More Time","Britney Spears","30-Jan-99",2,9.67,"Pop",211,0,1,0,17,93,70,76,91,-6,"Cm",1
"Angel of Mine","Monica","13-Feb-99",4,7.33,"Funk/Soul",250,0,0,1,18,90,56,51,21,-7,"Bbm",0
